Date,Visitor,GV,Home,GH,,Att.,LOG,Notes
2009-10-28,New York Rangers,1,New York Islanders,3,,15213,,
2009-10-28,Montreal Canadiens,1,Pittsburgh Penguins,6,,16965,,
2009-10-28,Los Angeles Kings,1,San Jose Sharks,2,SO,17562,,
2009-10-29,Washington Capitals,4,Atlanta Thrashers,3,,12893,,
2009-10-29,New Jersey Devils,2,Boston Bru…5,Toronto Maple Leafs,2,Atlanta Thrashers,1,OT,14148,,
2010-03-25,Tampa Bay Lightning,5,Boston Bruins,3,,17565,,
2010-03-25,Washington Capitals,2,Carolina Hurricanes,3,SO,18046,,
2010-03-25,Chicago Blackhawks,3,Columbus Blue Jackets,8,,14573,,
2010-03-25,Florida Panthers,1,Montreal Canadiens,4,,21273,,
2010-03-25,New York Rangers,4,New Jersey Devils,3,SO,17625,,
2010-03-25,Phoenix Coyotes,3,Nashville Predators,4,SO,15970,,
2010-03-25,Calgary Flames,2,New York Islanders,3,,12817,,
2010-03-25,Minnesota Wild,4,Philadelphia Flyers,3,OT,19716,,
2010-03-25,Dallas Stars,0,San Jose Sharks,3,,17562,,
2010-03-25,Los Angeles Kings,1,St. Louis Blues,3,,19150,,
2010-03-26,Ottawa Senators,4,Buffalo Sabres,2,,18690,,
2010-03-26,Minnesota Wild,2,Detroit Red Wings,6,,20066,,
2010-03-26,Anaheim Ducks,3,Edmonton Oilers,2,,16839,,
2010-03-27,Calgary Flames,0,Boston Bruins,5,,17565,,
2010-03-27,Tampa Bay Lightning,1,Buffalo Sabres,7,,18690,,
2010-03-27,Atlanta Thrashers,4,Carolina Hurricanes,0,,16108,,
2010-03-27,New York Islanders,4,Columbus Blue Jackets,3,OT,16972,,
2010-03-27,Dallas Stars,4,Los Angeles Kings,1,,18118,,
2010-03-27,New Jersey Devils,4,Montreal Canadiens,2,,21273,,
2010-03-27,Detroit Red Wings,1,Nashville Predators,0,SO,17113,,
2010-03-27,Florida Panthers,2,Ottawa Senators,3,,18689,,
2010-03-27,Colorado Avalanche,2,Phoenix Coyotes,6,,17188,,
2010-03-27,Philadelphia Flyers,1,Pittsburgh Penguins,4,,17132,,
2010-03-27,Vancouver Canucks,2,San Jose Sharks,4,,17562,,
2010-03-27,New York Rangers,2,Toronto Maple Leafs,3,OT,19405,,
2010-03-28,Columbus Blue Jackets,4,Chicago Blackhawks,2,,22043,,
2010-03-28,New Jersey Devils,1,Philadelphia Flyers,5,,19769,,
2010-03-28,Toronto Maple Leafs,4,Pittsburgh Penguins,5,SO,17104,,
2010-03-28,Colorado Avalanche,3,San Jose Sharks,4,,17562,,
2010-03-28,Edmonton Oilers,1,St. Louis Blues,2,,19150,,
2010-03-28,Calgary Flames,5,Washington Capitals,3,,18277,,
2010-03-29,Dallas Stars,1,Anaheim Ducks,3,,15070,,
2010-03-29,Carolina Hurricanes,4,Atlanta Thrashers,1,,13440,,
2010-03-29,Buffalo Sabres,3,Boston Bruins,2,,17565,,
2010-03-29,Nashville Predators,3,Florida Panthers,2,OT,13679,,
2010-03-29,Los Angeles Kings,2,Minnesota Wild,3,,18284,,
2010-03-30,Tampa Bay Lightning,2,Columbus Blue Jackets,3,,15760,,
2010-03-30,Edmonton Oilers,4,Detroit Red Wings,5,,19343,,
2010-03-30,Boston Bruins,1,New Jersey Devils,0,OT,16636,,
2010-03-30,Los Angeles Kings,2,Nashville Predators,0,,14433,,
2010-03-30,New York Rangers,4,New York Islanders,3,,16250,,
2010-03-30,Chicago Blackhawks,2,St. Louis Blues,4,,19150,,
2010-03-30,Atlanta Thrashers,3,Toronto Maple Leafs,2,,19079,,
2010-03-30,Phoenix Coyotes,1,Vancouver Canucks,4,,18810,,
2010-03-30,Ottawa Senators,5,Washington Capitals,4,OT,18277,,
2010-03-31,Florida Panthers,2,Buffalo Sabres,6,,18690,,
2010-03-31,Phoenix Coyotes,1,Calgary Flames,2,,19289,,
2010-03-31,Anaheim Ducks,5,Colorado Avalanche,2,,13862,,
2010-03-31,San Jose Sharks,1,Dallas Stars,5,,17263,,
2010-03-31,Chicago Blackhawks,4,Minnesota Wild,0,,18933,,
2010-03-31,Carolina Hurricanes,2,Montreal Canadiens,1,,21273,,
2010-03-31,Tampa Bay Lightning,2,Pittsburgh Penguins,0,,17132,,
2010-04-01,Florida Panthers,1,Boston Bruins,0,,17565,,
2010-04-01,Columbus Blue Jackets,2,Detroit Red Wings,3,,19259,,
2010-04-01,Vancouver Canucks,3,Los Angeles Kings,8,,18118,,
2010-04-01,St. Louis Blues,2,Nashville Predators,3,,15242,,
2010-04-01,Philadelphia Flyers,4,New York Islanders,6,,11823,,
2010-04-01,Carolina Hurricanes,3,Ottawa Senators,4,SO,19152,,
2010-04-01,Buffalo Sabres,2,Toronto Maple Leafs,4,,19090,,
2010-04-01,Atlanta Thrashers,1,Washington Capitals,2,,18277,,
2010-04-02,Vancouver Canucks,5,Anaheim Ducks,4,SO,16534,,
2010-04-02,Calgary Flames,2,Colorado Avalanche,1,,18007,,
2010-04-02,Edmonton Oilers,3,Dallas Stars,6,,17626,,
2010-04-02,San Jose Sharks,3,Minnesota Wild,2,,18584,,
2010-04-02,Chicago Blackhawks,2,New Jersey Devils,1,SO,17625,,
2010-04-02,Montreal Canadiens,1,Philadelphia Flyers,0,,19801,,
2010-04-02,New York Rangers,5,Tampa Bay Lightning,0,,17909,,
2010-04-03,New Jersey Devils,4,Carolina Hurricanes,0,,16073,,
2010-04-03,Washington Capitals,3,Columbus Blue Jackets,2,,16957,,
2010-04-03,Nashville Predators,4,Detroit Red Wings,3,OT,20066,,
2010-04-03,New York Rangers,4,Florida Panthers,1,,18011,,
2010-04-03,Anaheim Ducks,2,Los Angeles Kings,1,SO,18118,,
2010-04-03,Buffalo Sabres,0,Montreal Canadiens,3,,21273,,
2010-04-03,Ottawa Senators,1,New York Islanders,4,,11942,,
2010-04-03,Edmonton Oilers,2,Phoenix Coyotes,3,SO,17143,,
2010-04-03,Atlanta Thrashers,3,Pittsburgh Penguins,4,OT,17047,,
2010-04-03,Dallas Stars,1,St. Louis Blues,2,,19150,,
2010-04-03,Boston Bruins,2,Toronto Maple Leafs,1,OT,19273,,
2010-04-04,Calgary Flames,1,Chicago Blackhawks,4,,21537,,
2010-04-04,San Jose Sharks,4,Colorado Avalanche,5,OT,12893,,
2010-04-04,Detroit Red Wings,3,Philadelphia Flyers,4,,19596,,
2010-04-04,Minnesota Wild,3,Vancouver Canucks,4,OT,18810,,
2010-04-05,Minnesota Wild,1,Edmonton Oilers,4,,16839,,
2010-04-05,Columbus Blue Jackets,1,St. Louis Blues,2,OT,17601,,
2010-04-05,Boston Bruins,2,Washington Capitals,3,OT,18277,,
2010-04-06,Los Angeles Kings,5,Anaheim Ducks,4,SO,16278,,
2010-04-06,New Jersey Devils,3,Atlanta Thrashers,0,,12038,,
2010-04-06,New York Rangers,2,Buffalo Sabres,5,,18690,,
2010-04-06,San Jose Sharks,2,Calgary Flames,1,,19289,,
2010-04-06,Chicago Blackhawks,5,Dallas Stars,2,,17826,,
2010-04-06,Ottawa Senators,5,Florida Panthers,2,,11790,,
2010-04-06,Montreal Canadiens,3,New York Islanders,4,SO,10263,,
2010-04-06,Washington Capitals,6,Pittsburgh Penguins,3,,17132,,
2010-04-06,Carolina Hurricanes,8,Tampa Bay Lightning,5,,12454,,
2010-04-06,Philadelphia Flyers,2,Toronto Maple Leafs,0,,19366,,
2010-04-06,Colorado Avalanche,4,Vancouver Canucks,3,SO,18810,,
2010-04-07,St. Louis Blues,5,Chicago Blackhawks,6,,22155,,
2010-04-07,Columbus Blue Jackets,3,Detroit Red Wings,4,,20066,,
2010-04-07,Colorado Avalanche,4,Edmonton Oilers,5,OT,16839,,
2010-04-07,Toronto Maple Leafs,1,New York Rangers,5,,18200,,
2010-04-07,Nashville Predators,2,Phoenix Coyotes,5,,17136,,
2010-04-08,Buffalo Sabres,1,Boston Bruins,3,,17565,,
2010-04-08,Montreal Canadiens,2,Carolina Hurricanes,5,,18680,,
2010-04-08,Minnesota Wild,2,Calgary Flames,1,SO,19289,,
2010-04-08,Anaheim Ducks,2,Dallas Stars,3,SO,18009,,
2010-04-08,New Jersey Devils,2,Florida Panthers,3,,15273,,
2010-04-08,Phoenix Coyotes,3,Los Angeles Kings,2,SO,18118,,
2010-04-08,New York Islanders,3,Pittsburgh Penguins,7,,17132,,
2010-04-08,Vancouver Canucks,2,San Jose Sharks,4,,17562,,
2010-04-08,Ottawa Senators,3,Tampa Bay Lightning,4,SO,15876,,
2010-04-09,Detroit Red Wings,1,Columbus Blue Jackets,0,SO,18512,,
2010-04-09,Chicago Blackhawks,5,Colorado Avalanche,2,,16327,,
2010-04-09,Philadelphia Flyers,3,New York Rangers,4,,18200,,
2010-04-09,Anaheim Ducks,3,St. Louis Blues,6,,19150,,
2010-04-09,Atlanta Thrashers,2,Washington Capitals,5,,18277,,
2010-04-10,Pittsburgh Penguins,0,Atlanta Thrashers,1,,18959,,
2010-04-10,Carolina Hurricanes,2,Boston Bruins,4,,17565,,
2010-04-10,Edmonton Oilers,4,Los Angeles Kings,3,SO,18118,,
2010-04-10,Dallas Stars,4,Minnesota Wild,3,SO,19109,,
2010-04-10,Toronto Maple Leafs,4,Montreal Canadiens,3,OT,21273,,
2010-04-10,New York Islanders,1,New Jersey Devils,7,,17625,,
2010-04-10,St. Louis Blues,1,Nashville Predators,2,SO,16702,,
2010-04-10,Buffalo Sabres,5,Ottawa Senators,2,,20500,,
2010-04-10,Phoenix Coyotes,2,San Jose Sharks,3,SO,17562,,
2010-04-10,Florida Panthers,3,Tampa Bay Lightning,4,SO,17050,,
2010-04-10,Calgary Flames,3,Vancouver Canucks,7,,18810,,
2010-04-11,Edmonton Oilers,2,Anaheim Ducks,7,,16392,,
2010-04-11,Detroit Red Wings,3,Chicago Blackhawks,2,OT,22428,,
2010-04-11,Los Angeles Kings,2,Colorado Avalanche,1,OT,15674,,
2010-04-11,Tampa Bay Lightning,3,Florida Panthers,1,,15884,,
2010-04-11,Buffalo Sabres,1,New Jersey Devils,2,,17625,,
2010-04-11,Pittsburgh Penguins,6,New York Islanders,5,OT,16250,,
2010-04-11,New York Rangers,1,Philadelphia Flyers,2,SO,19889,,
2010-04-11,Boston Bruins,4,Washington Capitals,3,SO,18277,,
