,team,season,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst,penalitiesFor,penalitiesAgainst,confFinal
253,OTT,2016,Team Level,4on5,82,0.12,0.14,0.15,23502.0,60.2,5.34,2.58,8.05,1.69,16.57,50.76,5.25,5.34,5.25,62.0,23.0,23.0,108.0,5.0,2.0,0.0,4.0,2.0,20.0,52.0,57.0,80.0,9.0,21.0,211.0,68.0,49.0,53.0,65.0,12.0,8.0,1.6,1.39,2.35,2.0,2.0,1.0,108.0,85.0,85.0,50.0,0.61,0.55,0.55,5.39,5.39,5.33,337.07,39.52,29.62,73.08,12.0,217.4,113.38,37.12,39.52,37.12,332.0,153.0,196.0,681.0,47.0,28.0,5.0,67.0,10.0,191.0,142.0,285.0,438.0,21.0,45.0,223.0,35.0,18.0,80.0,338.0,106.0,41.0,9.07,11.96,18.48,15.0,14.0,18.0,681.0,485.0,485.0,18.0,7.49,7.68,7.02,40.0,40.0,38.2,,,yes
254,OTT,2016,Team Level,5on4,82,0.87,0.88,0.86,23547.0,324.41,36.62,28.39,69.29,11.01,207.44,108.25,34.25,36.62,34.25,317.0,144.0,156.0,617.0,38.0,33.0,5.0,76.0,15.0,164.0,135.0,279.0,423.0,21.0,43.0,224.0,20.0,20.0,85.0,356.0,64.0,41.0,8.85,7.34,20.43,9.0,6.0,23.0,617.0,461.0,461.0,8.0,7.25,7.42,8.02,35.86,35.86,34.98,55.55,5.66,2.83,6.85,1.7,15.51,44.45,5.55,5.66,5.55,67.0,10.0,11.0,88.0,3.0,3.0,1.0,10.0,1.0,19.0,41.0,64.0,74.0,17.0,37.0,218.0,64.0,49.0,48.0,55.0,14.0,8.0,1.56,1.78,2.32,1.0,1.0,1.0,88.0,77.0,77.0,45.0,0.65,0.95,0.95,5.37,5.37,5.34,,,yes
255,ANA,2016,Team Level,other,82,0.55,0.48,0.47,10819.0,125.64,25.62,8.68,23.06,4.2,65.53,46.89,23.24,25.62,23.24,121.0,53.0,54.0,228.0,21.0,13.0,3.0,15.0,2.0,68.0,55.0,100.0,153.0,11.0,22.0,142.0,33.0,27.0,29.0,103.0,36.0,35.0,3.74,4.7,17.18,5.0,5.0,11.0,228.0,174.0,174.0,14.0,2.42,4.4,4.4,23.65,23.65,22.41,144.9,20.85,10.83,26.73,5.03,84.68,51.89,19.96,20.85,19.96,139.0,61.0,49.0,249.0,25.0,12.0,2.0,32.0,4.0,69.0,58.0,114.0,175.0,6.0,12.0,119.0,47.0,31.0,27.0,116.0,60.0,24.0,4.35,7.0,9.5,3.0,11.0,11.0,249.0,200.0,200.0,8.0,3.1,2.19,2.67,21.28,21.28,20.63,,,yes
256,ANA,2016,Team Level,all,82,0.52,0.5,0.5,298787.0,2477.77,226.13,171.32,564.0,82.69,1378.62,1034.24,216.87,226.85,217.6,2426.0,1031.0,1122.0,4579.0,220.0,207.0,46.0,534.0,84.0,1111.0,1301.0,2206.0,3237.0,365.0,884.0,2687.0,2146.0,411.0,766.0,2640.0,604.0,213.0,74.77,75.41,75.95,63.0,81.0,76.0,4607.5,3457.0,3476.39,417.0,37.9,43.66,44.67,219.36,220.1,215.13,2502.48,208.95,174.99,575.37,83.77,1428.17,1039.76,202.06,208.83,201.93,2430.0,1081.0,1148.0,4659.0,197.0,177.0,33.0,622.0,101.0,1149.0,1265.0,2233.0,3314.0,326.0,798.0,2226.0,1766.0,494.0,877.0,2690.0,657.0,164.0,73.71,79.13,56.1,57.0,81.0,59.0,4630.58,3511.0,3495.77,463.0,38.73,35.72,37.33,210.34,210.23,205.91,,,yes
257,ANA,2016,Team Level,5on5,82,0.52,0.5,0.5,236519.0,1899.74,150.26,124.05,448.97,63.48,1053.68,807.57,145.37,150.98,146.09,1870.0,778.0,858.0,3506.0,145.0,147.0,31.0,438.0,60.0,817.0,1041.0,1725.0,2503.0,327.0,808.0,1984.0,1971.0,320.0,622.0,2064.0,465.0,119.0,59.4,57.82,33.04,48.0,66.0,31.0,3534.5,2648.0,2667.39,359.0,25.62,29.48,30.46,145.43,146.16,143.71,1877.89,137.15,122.05,450.7,62.52,1060.71,804.86,133.69,137.04,133.57,1829.0,809.0,915.0,3553.0,128.0,116.0,20.0,473.0,69.0,856.0,996.0,1701.0,2510.0,285.0,718.0,1678.0,1599.0,381.0,703.0,2091.0,459.0,88.0,58.63,55.01,23.52,49.0,56.0,23.0,3524.58,2638.0,2622.76,403.0,25.07,20.03,20.83,141.4,141.3,139.22,,,yes
258,ANA,2016,Team Level,4on5,82,0.13,0.13,0.13,27928.0,64.25,6.97,3.03,8.55,1.89,18.6,52.97,6.78,6.97,6.78,69.0,23.0,20.0,112.0,9.0,4.0,2.0,8.0,7.0,16.0,48.0,60.0,83.0,13.0,26.0,279.0,112.0,55.0,41.0,69.0,12.0,11.0,2.1,1.42,3.45,2.0,2.0,5.0,112.0,92.0,92.0,38.0,0.7,1.18,1.18,6.48,6.48,6.46,430.3,45.84,39.59,91.45,14.7,268.45,140.97,43.36,45.84,43.36,413.0,188.0,162.0,763.0,38.0,47.0,11.0,106.0,27.0,213.0,170.0,375.0,563.0,25.0,48.0,262.0,36.0,30.0,101.0,433.0,125.0,43.0,9.71,15.43,20.7,2.0,13.0,23.0,763.0,601.0,601.0,10.0,9.98,12.94,13.27,42.54,42.54,40.97,,,yes
259,ANA,2016,Team Level,5on4,82,0.89,0.89,0.88,23521.0,388.14,43.28,35.56,83.42,13.12,240.81,126.81,41.48,43.28,41.48,366.0,177.0,190.0,733.0,45.0,43.0,10.0,73.0,15.0,210.0,157.0,321.0,498.0,14.0,28.0,282.0,30.0,9.0,74.0,404.0,91.0,48.0,9.52,11.48,22.28,8.0,8.0,29.0,733.0,543.0,543.0,6.0,9.16,8.61,8.63,43.81,43.81,42.55,49.39,5.11,2.51,6.49,1.52,14.34,42.04,5.05,5.11,5.05,49.0,23.0,22.0,94.0,6.0,2.0,0.0,11.0,1.0,11.0,41.0,43.0,66.0,10.0,20.0,167.0,84.0,52.0,46.0,50.0,13.0,9.0,1.02,1.69,2.4,3.0,1.0,2.0,94.0,72.0,72.0,42.0,0.58,0.56,0.56,5.12,5.12,5.09,,,yes
260,WSH,2017,Team Level,other,82,0.5,0.5,0.49,10463.0,127.28,26.56,9.13,22.39,4.35,70.99,44.71,25.79,26.56,25.79,128.0,52.0,62.0,242.0,34.0,7.0,0.0,15.0,3.0,67.0,54.0,94.0,146.0,6.0,18.0,116.0,34.0,26.0,38.0,99.0,43.0,38.0,3.47,5.0,18.09,10.0,5.0,19.0,242.0,180.0,180.0,25.0,2.61,1.02,1.02,28.02,28.02,27.3,132.35,27.07,9.47,23.23,4.35,74.6,45.35,25.83,27.07,25.83,130.0,55.0,58.0,243.0,31.0,9.0,5.0,22.0,7.0,65.0,51.0,99.0,154.0,10.0,29.0,108.0,26.0,23.0,21.0,106.0,46.0,33.0,4.27,6.1,16.7,4.0,8.0,19.0,243.0,185.0,185.0,12.0,2.67,2.97,3.15,26.53,26.53,25.43,,,yes
261,WSH,2017,Team Level,all,82,0.47,0.48,0.47,298506.0,2412.51,227.48,163.73,545.67,78.06,1336.0,1021.79,216.77,228.32,217.63,2379.0,1004.0,1165.0,4548.0,256.0,182.0,31.0,567.0,98.0,1079.0,1201.0,2123.0,3127.0,317.0,700.0,2467.0,1784.0,592.0,882.0,2533.0,648.0,202.0,76.04,77.94,73.5,97.0,94.0,65.0,4566.11,3383.0,3402.07,540.0,35.91,34.69,34.74,227.93,228.86,221.02,2669.78,251.43,190.14,608.79,87.5,1509.21,1104.59,241.12,250.92,240.67,2613.0,1148.0,1220.0,4981.0,238.0,224.0,49.0,626.0,81.0,1192.0,1400.0,2375.0,3523.0,289.0,653.0,2427.0,1641.0,681.0,700.0,2804.0,729.0,228.0,82.37,88.36,80.7,70.0,88.0,80.0,4961.93,3761.0,3744.23,437.0,41.81,51.36,51.42,241.17,240.63,234.34,,,yes
262,WSH,2017,Team Level,5on5,82,0.47,0.48,0.47,240291.0,1898.17,153.38,124.41,449.06,61.7,1044.01,815.88,148.52,154.22,149.38,1851.0,804.0,955.0,3610.0,170.0,152.0,26.0,471.0,86.0,815.0,961.0,1681.0,2485.0,279.0,617.0,1909.0,1661.0,487.0,742.0,2039.0,510.0,106.0,61.98,61.92,29.47,72.0,75.0,23.0,3628.11,2655.0,2674.07,458.0,25.63,29.17,29.22,149.34,150.26,148.05,2096.4,173.24,141.03,499.48,68.93,1171.59,891.18,166.96,172.73,166.51,2035.0,917.0,964.0,3916.0,154.0,170.0,32.0,509.0,68.0,916.0,1135.0,1881.0,2798.0,257.0,577.0,1881.0,1536.0,586.0,573.0,2251.0,562.0,139.0,66.47,68.04,38.73,54.0,68.0,32.0,3896.93,2952.0,2935.23,379.0,29.09,35.13,35.41,166.47,165.92,162.96,,,yes
263,WSH,2017,Team Level,4on5,82,0.11,0.1,0.12,25569.0,52.03,5.75,2.74,6.92,1.57,13.92,47.18,5.6,5.75,5.6,54.0,25.0,7.0,86.0,3.0,5.0,0.0,8.0,1.0,13.0,49.0,51.0,76.0,11.0,22.0,235.0,63.0,48.0,51.0,54.0,16.0,9.0,1.3,2.0,2.44,0.0,0.0,3.0,86.0,79.0,79.0,49.0,0.63,1.18,1.18,5.14,5.14,5.1,395.41,46.92,37.56,80.43,12.94,250.41,126.73,44.22,46.92,44.22,392.0,163.0,188.0,743.0,48.0,44.0,12.0,93.0,5.0,204.0,161.0,344.0,507.0,13.0,26.0,228.0,28.0,26.0,60.0,393.0,113.0,49.0,10.44,13.26,23.22,10.0,12.0,26.0,743.0,555.0,555.0,5.0,9.55,12.96,12.56,43.91,43.91,41.71,,,yes
264,WSH,2017,Team Level,5on4,82,0.91,0.89,0.87,22183.0,335.03,41.79,27.44,67.31,10.43,207.08,114.01,36.86,41.79,36.86,346.0,123.0,141.0,610.0,49.0,18.0,5.0,73.0,8.0,184.0,137.0,297.0,420.0,21.0,43.0,207.0,26.0,31.0,51.0,341.0,79.0,49.0,9.27,9.02,23.49,15.0,14.0,20.0,610.0,469.0,469.0,8.0,7.04,3.32,3.32,45.45,45.45,40.56,45.63,4.21,2.08,5.65,1.26,12.6,41.34,4.11,4.21,4.11,56.0,13.0,10.0,79.0,5.0,1.0,0.0,2.0,1.0,7.0,53.0,51.0,64.0,9.0,21.0,210.0,51.0,46.0,46.0,54.0,8.0,7.0,1.2,0.96,2.05,2.0,0.0,3.0,79.0,69.0,69.0,41.0,0.48,0.3,0.3,4.26,4.26,4.25,,,yes
265,VGK,2017,Team Level,other,82,0.61,0.54,0.56,10540.0,159.14,34.75,11.35,27.64,5.35,80.88,58.02,32.85,34.75,32.85,156.0,62.0,72.0,290.0,36.0,13.0,3.0,22.0,7.0,62.0,78.0,120.0,182.0,5.0,10.0,89.0,33.0,27.0,17.0,113.0,59.0,46.0,4.52,7.11,23.12,11.0,5.0,20.0,290.0,218.0,218.0,10.0,3.29,4.76,4.76,33.28,33.28,32.33,122.51,22.59,9.23,20.89,4.01,64.95,49.34,21.73,22.59,21.73,128.0,43.0,72.0,243.0,23.0,10.0,2.0,25.0,5.0,46.0,62.0,105.0,148.0,5.0,10.0,144.0,32.0,21.0,25.0,92.0,50.0,29.0,3.6,6.54,12.45,3.0,5.0,15.0,243.0,171.0,171.0,10.0,2.69,2.16,2.16,23.12,23.12,22.51,,,yes
266,VGK,2017,Team Level,all,82,0.52,0.52,0.52,299141.0,2669.66,247.14,183.19,598.64,87.68,1486.69,1130.65,238.51,249.16,240.47,2687.0,1047.0,1286.0,5020.0,268.0,194.0,45.0,632.0,92.0,1203.0,1345.0,2419.0,3466.0,260.0,546.0,2439.0,1767.0,855.0,779.0,2841.0,671.0,222.0,85.98,79.91,81.24,95.0,91.0,82.0,5078.11,3734.0,3767.1,389.0,40.4,44.61,44.67,242.86,244.61,239.93,2505.22,227.41,173.64,561.14,82.21,1392.64,1074.02,218.65,227.09,218.3,2523.0,989.0,1179.0,4691.0,225.0,191.0,23.0,509.0,106.0,1121.0,1360.0,2298.0,3287.0,264.0,558.0,2548.0,1884.0,678.0,739.0,2599.0,705.0,208.0,77.31,83.88,66.22,62.0,95.0,68.0,4649.77,3512.0,3495.36,426.0,38.13,39.34,39.68,225.79,225.19,220.24,,,yes
267,VGK,2017,Team Level,5on5,82,0.5,0.51,0.51,242406.0,2066.79,164.01,135.63,481.39,67.33,1149.53,886.11,159.78,166.03,161.74,2078.0,806.0,1000.0,3884.0,175.0,132.0,30.0,532.0,67.0,919.0,1059.0,1903.0,2709.0,229.0,484.0,1933.0,1635.0,718.0,649.0,2252.0,513.0,119.0,70.04,61.23,32.74,72.0,70.0,33.0,3942.11,2884.0,2917.1,341.0,27.93,26.8,26.93,165.01,166.75,164.48,2003.52,162.15,131.8,464.21,65.89,1107.27,871.67,157.0,161.83,156.65,1998.0,805.0,952.0,3755.0,157.0,137.0,16.0,418.0,86.0,900.0,1105.0,1841.0,2646.0,237.0,504.0,1983.0,1744.0,570.0,618.0,2142.0,536.0,125.0,64.41,63.16,34.58,54.0,73.0,30.0,3713.77,2803.0,2786.36,378.0,27.22,28.43,28.77,160.59,160.0,157.52,,,yes
268,VGK,2017,Team Level,4on5,82,0.13,0.15,0.17,22492.0,62.15,5.95,2.74,7.68,1.74,16.27,59.62,5.89,5.95,5.89,72.0,22.0,18.0,112.0,8.0,3.0,0.0,7.0,1.0,10.0,65.0,64.0,86.0,11.0,22.0,194.0,64.0,86.0,34.0,69.0,17.0,8.0,1.61,2.01,2.33,1.0,3.0,4.0,112.0,94.0,94.0,30.0,0.63,0.68,0.68,5.89,5.89,5.88,334.31,38.22,30.31,70.66,11.05,208.97,110.85,35.67,38.22,35.67,342.0,129.0,142.0,613.0,40.0,42.0,5.0,65.0,15.0,163.0,146.0,302.0,431.0,11.0,22.0,218.0,23.0,24.0,66.0,319.0,106.0,46.0,8.56,12.55,17.1,5.0,15.0,20.0,613.0,471.0,471.0,12.0,7.69,8.18,8.18,37.66,37.66,35.82,,,yes
269,VGK,2017,Team Level,5on4,82,0.91,0.9,0.89,23703.0,381.58,42.44,33.46,81.95,13.25,240.01,126.9,39.98,42.44,39.98,381.0,157.0,196.0,734.0,49.0,46.0,12.0,71.0,17.0,212.0,143.0,332.0,489.0,15.0,30.0,223.0,35.0,24.0,79.0,407.0,82.0,49.0,9.82,9.56,23.06,11.0,13.0,25.0,734.0,538.0,538.0,8.0,8.55,12.37,12.3,38.68,38.68,37.24,44.88,4.45,2.3,5.39,1.26,11.44,42.17,4.25,4.45,4.25,55.0,12.0,13.0,80.0,5.0,2.0,0.0,1.0,0.0,12.0,47.0,50.0,62.0,11.0,22.0,203.0,85.0,63.0,30.0,46.0,13.0,8.0,0.73,1.63,2.09,0.0,2.0,3.0,80.0,67.0,67.0,26.0,0.52,0.57,0.57,4.41,4.41,4.39,,,yes
270,TBL,2017,Team Level,other,82,0.5,0.5,0.5,12711.0,157.35,27.43,11.86,28.04,5.67,91.54,56.46,26.12,27.43,26.12,145.0,76.0,74.0,295.0,24.0,10.0,1.0,20.0,8.0,83.0,76.0,121.0,197.0,8.0,16.0,133.0,35.0,29.0,30.0,130.0,60.0,31.0,4.82,7.12,15.5,4.0,7.0,13.0,295.0,221.0,221.0,12.0,3.42,3.21,3.21,27.65,27.65,27.08,154.65,27.26,11.56,26.99,5.09,93.06,55.04,26.07,27.26,26.07,159.0,60.0,73.0,292.0,30.0,3.0,1.0,20.0,11.0,87.0,68.0,129.0,189.0,7.0,17.0,151.0,43.0,34.0,22.0,128.0,55.0,36.0,4.8,6.55,15.91,4.0,13.0,13.0,292.0,219.0,219.0,11.0,3.34,1.42,1.23,29.37,29.37,28.03,,,yes
271,TBL,2017,Team Level,all,82,0.52,0.51,0.51,298776.0,2681.14,256.92,188.81,596.84,86.9,1511.75,1123.86,246.09,258.68,247.76,2680.0,1086.0,1218.0,4984.0,290.0,169.0,40.0,516.0,167.0,1263.0,1361.0,2390.0,3476.0,327.0,709.0,2441.0,1728.0,575.0,692.0,2726.0,828.0,212.0,81.02,98.65,77.25,94.0,115.0,81.0,5050.31,3766.0,3805.68,346.0,41.82,38.44,38.69,259.98,261.49,254.78,2552.63,235.77,179.19,574.63,82.59,1451.16,1060.66,226.81,234.81,225.88,2683.0,901.0,1127.0,4711.0,234.0,152.0,40.0,496.0,178.0,1173.0,1351.0,2449.0,3350.0,333.0,727.0,2621.0,1711.0,555.0,714.0,2718.0,652.0,214.0,80.64,78.1,77.03,74.0,81.0,79.0,4664.74,3584.0,3556.16,404.0,39.84,34.65,34.65,240.96,239.82,233.1,,,yes
272,TBL,2017,Team Level,5on5,82,0.52,0.52,0.51,237108.0,2080.3,172.01,140.11,482.03,66.91,1164.41,898.59,166.34,173.78,168.0,2097.0,828.0,954.0,3879.0,197.0,133.0,28.0,429.0,137.0,975.0,1054.0,1900.0,2728.0,289.0,630.0,1884.0,1597.0,466.0,542.0,2177.0,620.0,128.0,65.03,73.82,33.16,81.0,81.0,35.0,3945.31,2925.0,2964.68,307.0,28.92,26.68,26.91,173.95,175.46,172.35,1966.47,155.82,131.14,463.47,64.05,1103.05,840.47,151.24,154.86,150.31,2072.0,686.0,874.0,3632.0,147.0,118.0,27.0,398.0,140.0,876.0,1079.0,1925.0,2611.0,292.0,635.0,2010.0,1593.0,443.0,590.0,2153.0,493.0,112.0,65.6,58.76,31.46,62.0,56.0,29.0,3585.74,2758.0,2730.16,355.0,27.01,25.24,25.28,157.54,156.41,154.07,,,yes
273,TBL,2017,Team Level,4on5,82,0.09,0.1,0.11,24081.0,48.58,4.9,2.47,5.59,1.34,13.46,41.24,4.89,4.9,4.89,55.0,14.0,12.0,81.0,8.0,0.0,0.0,3.0,0.0,11.0,47.0,47.0,61.0,13.0,29.0,182.0,75.0,61.0,25.0,46.0,19.0,4.0,1.15,2.6,1.15,0.0,6.0,2.0,81.0,69.0,69.0,22.0,0.58,0.0,0.0,5.47,5.47,5.46,388.52,48.41,34.56,79.18,12.32,243.86,126.68,45.22,48.41,45.22,399.0,146.0,165.0,710.0,54.0,31.0,12.0,72.0,25.0,200.0,163.0,345.0,491.0,22.0,50.0,246.0,23.0,20.0,65.0,390.0,95.0,60.0,9.21,11.36,27.84,7.0,11.0,36.0,710.0,545.0,545.0,8.0,9.04,8.0,8.13,49.31,49.31,46.27,,,yes
274,TBL,2017,Team Level,5on4,82,0.92,0.9,0.9,24876.0,394.91,52.58,34.35,81.18,12.98,242.35,127.56,48.75,52.58,48.75,383.0,168.0,178.0,729.0,61.0,26.0,11.0,64.0,22.0,194.0,184.0,322.0,490.0,17.0,34.0,242.0,21.0,19.0,95.0,373.0,129.0,49.0,10.02,15.12,27.44,9.0,21.0,31.0,729.0,551.0,551.0,5.0,8.9,8.55,8.57,52.91,52.91,49.89,42.97,4.28,1.94,5.0,1.14,11.19,38.46,4.28,4.28,4.28,53.0,9.0,15.0,77.0,3.0,0.0,0.0,6.0,2.0,10.0,41.0,50.0,59.0,12.0,25.0,214.0,52.0,58.0,37.0,47.0,9.0,6.0,1.03,1.44,1.81,1.0,1.0,1.0,77.0,62.0,62.0,30.0,0.46,0.0,0.0,4.74,4.74,4.74,,,yes
275,WPG,2017,Team Level,other,82,0.58,0.42,0.45,10009.0,134.21,30.17,8.83,22.55,4.25,66.13,53.08,28.43,30.17,28.43,140.0,45.0,38.0,223.0,35.0,8.0,2.0,19.0,5.0,60.0,58.0,105.0,150.0,9.0,18.0,130.0,39.0,34.0,27.0,97.0,47.0,41.0,3.88,6.12,20.17,8.0,8.0,19.0,223.0,185.0,185.0,18.0,2.54,2.92,2.92,29.8,29.8,28.7,160.85,21.99,11.78,30.75,5.72,92.16,61.59,20.63,21.99,20.63,145.0,79.0,79.0,303.0,23.0,8.0,1.0,30.0,6.0,75.0,82.0,122.0,201.0,8.0,16.0,137.0,43.0,24.0,32.0,128.0,77.0,19.0,5.15,9.14,7.7,11.0,5.0,7.0,303.0,224.0,224.0,16.0,3.37,1.78,1.78,23.59,23.59,22.45,,,yes
276,WPG,2017,Team Level,all,82,0.52,0.5,0.5,298931.0,2593.39,239.71,174.3,591.61,83.69,1449.31,1110.38,230.38,241.82,232.48,2643.0,1006.0,1190.0,4839.0,273.0,161.0,29.0,608.0,74.0,1143.0,1390.0,2370.0,3376.0,298.0,627.0,2649.0,1831.0,589.0,831.0,2765.0,656.0,228.0,78.43,78.61,82.67,107.0,83.0,83.0,4921.3,3649.0,3706.23,625.0,38.29,37.59,39.46,238.54,240.8,235.57,2579.45,217.55,174.78,599.09,84.45,1443.94,1101.18,207.68,216.31,206.49,2613.0,1008.0,1240.0,4861.0,216.0,194.0,42.0,663.0,86.0,1180.0,1282.0,2397.0,3405.0,297.0,620.0,2406.0,1577.0,490.0,883.0,2815.0,607.0,199.0,77.19,73.56,66.8,81.0,71.0,64.0,4803.73,3621.0,3584.1,664.0,39.02,40.35,40.35,216.22,214.8,207.72,,,yes
277,WPG,2017,Team Level,5on5,82,0.53,0.52,0.52,238244.0,2026.79,159.56,130.37,483.31,65.79,1129.09,878.87,155.03,161.67,157.12,2044.0,803.0,967.0,3814.0,175.0,124.0,20.0,497.0,54.0,883.0,1114.0,1869.0,2672.0,259.0,546.0,2024.0,1670.0,487.0,685.0,2219.0,497.0,131.0,63.74,59.61,36.22,83.0,57.0,35.0,3896.3,2847.0,2904.23,530.0,26.81,25.86,25.92,160.46,162.71,160.38,1895.21,142.16,119.84,460.43,61.94,1046.12,826.49,138.2,140.94,137.01,1932.0,725.0,933.0,3590.0,144.0,133.0,27.0,518.0,64.0,832.0,966.0,1788.0,2513.0,260.0,540.0,1779.0,1454.0,408.0,725.0,2112.0,427.0,118.0,57.38,52.44,32.34,61.0,58.0,25.0,3532.73,2657.0,2620.1,567.0,24.65,25.58,26.21,140.61,139.17,136.99,,,yes
278,WPG,2017,Team Level,4on5,82,0.09,0.1,0.11,25816.0,51.82,4.63,2.45,6.07,1.5,13.23,54.11,4.55,4.63,4.55,64.0,18.0,18.0,100.0,7.0,2.0,0.0,6.0,1.0,14.0,52.0,57.0,75.0,12.0,24.0,230.0,92.0,48.0,68.0,59.0,17.0,6.0,1.08,1.96,1.59,2.0,4.0,1.0,100.0,82.0,82.0,66.0,0.56,0.62,0.62,4.57,4.57,4.57,459.36,48.43,40.4,99.95,14.99,288.15,151.1,43.91,48.43,43.91,457.0,186.0,215.0,858.0,43.0,51.0,14.0,103.0,16.0,257.0,173.0,414.0,600.0,17.0,34.0,263.0,21.0,18.0,51.0,498.0,92.0,53.0,13.1,10.81,24.51,8.0,6.0,29.0,858.0,643.0,643.0,6.0,10.36,12.51,11.87,46.92,46.92,43.18,,,yes
279,WPG,2017,Team Level,5on4,82,0.9,0.86,0.85,24862.0,380.57,45.35,32.66,79.67,12.16,240.85,124.32,42.38,45.35,42.38,395.0,140.0,167.0,702.0,56.0,27.0,7.0,86.0,14.0,186.0,166.0,339.0,479.0,18.0,39.0,265.0,30.0,20.0,51.0,390.0,95.0,50.0,9.74,10.92,24.68,14.0,14.0,28.0,702.0,535.0,535.0,11.0,8.36,8.19,10.0,43.71,43.71,41.93,64.03,4.97,2.75,7.95,1.81,17.52,62.0,4.94,4.97,4.94,79.0,18.0,13.0,110.0,6.0,2.0,0.0,12.0,0.0,16.0,61.0,73.0,91.0,12.0,30.0,227.0,59.0,40.0,75.0,77.0,11.0,9.0,1.56,1.17,2.24,1.0,2.0,3.0,110.0,97.0,97.0,75.0,0.63,0.49,0.49,5.12,5.12,5.1,,,yes
280,PIT,2008,Team Level,other,82,0.55,0.49,0.52,13711.0,190.62,34.06,14.54,35.82,6.39,107.08,67.88,31.66,34.06,31.66,194.0,83.0,57.0,334.0,34.0,11.0,4.0,36.0,5.0,110.0,81.0,160.0,243.0,15.0,43.0,198.0,69.0,36.0,32.0,157.0,77.0,43.0,5.29,9.3,19.48,10.0,7.0,17.0,334.0,277.0,277.0,13.0,4.4,3.41,3.5,34.19,34.19,32.08,179.82,27.85,12.4,35.89,6.0,93.23,72.02,26.03,27.85,26.03,180.0,73.0,88.0,341.0,27.0,14.0,2.0,35.0,9.0,73.0,95.0,153.0,226.0,19.0,49.0,175.0,71.0,40.0,16.0,166.0,49.0,38.0,5.45,6.05,16.35,9.0,4.0,14.0,341.0,253.0,253.0,7.0,3.55,3.68,3.68,27.33,27.33,25.74,,,yes
