team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
WSH,2023,WSH,WSH,Team Level,5on5,15,0.46,0.47,0.48,43701.0,351.54,29.89,22.79,89.39,12.3,182.3,139.33,28.2,29.33,27.65,336.0,140.0,199.0,675.0,25.0,36.0,1.0,16.0,4.0,217.0,178.0,311.0,451.0,46.0,99.0,287.0,224.0,111.0,142.0,355.0,97.0,24.0,10.38,12.44,7.07,12.0,11.0,2.0,660.56,476.0,468.53,82.0,4.75,7.12,7.15,27.49,26.9,26.22,382.8,34.75,24.18,97.48,12.95,200.1,153.53,33.56,35.6,34.36,365.0,158.0,235.0,758.0,30.0,42.0,3.0,18.0,3.0,238.0,192.0,335.0,493.0,49.0,106.0,348.0,216.0,93.0,128.0,385.0,89.0,49.0,10.62,10.99,13.13,11.0,14.0,5.0,772.97,523.0,532.05,67.0,5.02,9.22,9.26,30.51,31.14,30.55
WSH,2023,WSH,WSH,Team Level,4on5,15,0.04,0.09,0.13,4393.0,9.43,0.46,0.36,1.35,0.31,3.19,7.33,0.46,0.46,0.46,10.0,3.0,0.0,13.0,2.0,0.0,0.0,1.0,0.0,3.0,7.0,8.0,11.0,3.0,6.0,29.0,6.0,14.0,6.0,12.0,0.0,1.0,0.24,0.0,0.22,1.0,0.0,1.0,13.0,13.0,13.0,6.0,0.08,0.0,0.0,0.54,0.54,0.54,62.19,10.52,5.21,13.54,1.98,35.7,18.05,8.41,10.52,8.41,60.0,25.0,44.0,129.0,7.0,6.0,0.0,2.0,0.0,42.0,28.0,53.0,78.0,3.0,6.0,47.0,3.0,4.0,7.0,63.0,5.0,17.0,1.37,0.56,8.58,0.0,1.0,6.0,129.0,85.0,85.0,1.0,1.48,1.84,1.84,10.15,10.15,8.91
WSH,2023,WSH,WSH,Team Level,5on4,15,0.92,0.87,0.87,4837.0,79.9,9.8,7.63,18.48,2.96,46.4,24.72,8.85,9.8,8.85,73.0,37.0,35.0,145.0,3.0,14.0,0.0,4.0,1.0,46.0,42.0,70.0,107.0,3.0,6.0,48.0,9.0,6.0,11.0,70.0,26.0,14.0,2.38,3.07,4.35,0.0,2.0,1.0,145.0,110.0,110.0,3.0,1.91,2.96,2.96,8.75,8.75,8.35,11.74,0.86,0.62,1.76,0.4,4.13,8.23,0.85,0.86,0.85,10.0,6.0,6.0,22.0,0.0,0.0,0.0,1.0,0.0,3.0,12.0,10.0,16.0,0.0,0.0,40.0,5.0,7.0,7.0,12.0,3.0,1.0,0.24,0.41,0.22,0.0,0.0,0.0,22.0,16.0,16.0,7.0,0.14,0.0,0.0,1.0,1.0,0.99
STL,2023,STL,STL,Team Level,other,17,0.7,0.46,0.54,1968.0,26.04,11.24,1.39,3.58,0.84,11.38,9.57,10.31,11.24,10.31,21.0,17.0,1.0,39.0,6.0,2.0,0.0,1.0,1.0,17.0,11.0,15.0,32.0,1.0,2.0,23.0,4.0,8.0,9.0,15.0,7.0,16.0,0.64,0.91,9.7,0.0,0.0,6.0,39.0,38.0,38.0,5.0,0.39,1.31,1.31,10.33,10.33,9.5,24.04,4.75,1.6,4.44,0.82,13.09,8.31,4.53,4.75,4.53,21.0,12.0,13.0,46.0,3.0,3.0,0.0,0.0,1.0,15.0,11.0,18.0,30.0,0.0,0.0,15.0,2.0,6.0,5.0,16.0,10.0,7.0,0.71,1.14,2.91,1.0,0.0,2.0,46.0,33.0,33.0,3.0,0.47,0.59,0.59,4.62,4.62,4.52
STL,2023,STL,STL,Team Level,all,17,0.48,0.46,0.47,61800.0,510.34,52.01,33.77,117.55,16.21,269.21,202.26,49.58,52.42,49.92,503.0,188.0,223.0,914.0,46.0,38.0,3.0,31.0,3.0,304.0,269.0,457.0,645.0,47.0,97.0,481.0,300.0,168.0,131.0,513.0,127.0,51.0,14.78,16.06,21.17,12.0,18.0,16.0,916.33,691.0,695.57,68.0,7.54,8.38,8.38,51.17,51.5,49.97,569.03,56.39,38.06,138.91,19.09,307.39,226.16,54.09,56.46,54.17,549.0,237.0,280.0,1066.0,46.0,54.0,3.0,49.0,6.0,355.0,276.0,503.0,740.0,58.0,121.0,489.0,212.0,151.0,133.0,571.0,149.0,66.0,16.7,17.74,21.94,11.0,21.0,14.0,1074.57,786.0,789.11,62.0,8.35,11.82,11.82,52.92,53.12,52.0
STL,2023,STL,STL,Team Level,5on5,17,0.45,0.44,0.44,50714.0,390.44,32.83,24.55,94.07,12.2,205.18,156.17,31.66,33.24,32.0,390.0,135.0,181.0,706.0,32.0,31.0,3.0,27.0,2.0,220.0,213.0,358.0,493.0,44.0,91.0,371.0,282.0,145.0,109.0,394.0,104.0,27.0,11.48,13.09,8.26,11.0,17.0,4.0,708.33,525.0,529.57,60.0,5.1,6.5,6.5,31.43,31.76,31.41,474.54,40.29,30.57,119.9,15.97,258.27,193.0,38.83,40.36,38.91,467.0,191.0,249.0,907.0,31.0,43.0,2.0,44.0,5.0,310.0,225.0,436.0,627.0,55.0,115.0,396.0,195.0,131.0,117.0,497.0,120.0,41.0,14.32,14.36,11.61,9.0,21.0,1.0,915.57,658.0,661.11,53.0,6.36,9.47,9.47,37.18,37.38,36.68
STL,2023,STL,STL,Team Level,4on5,17,0.17,0.18,0.21,3934.0,16.63,2.03,0.73,2.19,0.43,4.69,10.92,2.03,2.03,2.03,18.0,3.0,0.0,21.0,4.0,0.0,0.0,1.0,0.0,2.0,14.0,14.0,17.0,1.0,2.0,33.0,10.0,10.0,3.0,13.0,5.0,3.0,0.37,0.7,0.96,0.0,1.0,3.0,21.0,21.0,21.0,3.0,0.17,0.0,0.0,2.2,2.2,2.2,59.2,9.83,5.24,12.84,1.91,32.33,17.85,9.22,9.83,9.22,49.0,31.0,17.0,97.0,10.0,8.0,1.0,5.0,0.0,30.0,27.0,39.0,70.0,2.0,4.0,44.0,3.0,2.0,6.0,48.0,17.0,15.0,1.4,1.89,6.55,1.0,0.0,9.0,97.0,80.0,80.0,1.0,1.37,1.75,1.75,9.45,9.45,9.13
STL,2023,STL,STL,Team Level,5on4,17,0.8,0.9,0.88,5184.0,77.22,5.9,7.1,17.7,2.74,47.96,25.6,5.57,5.9,5.57,74.0,33.0,41.0,148.0,4.0,5.0,0.0,2.0,0.0,65.0,31.0,70.0,103.0,1.0,2.0,54.0,4.0,5.0,10.0,91.0,11.0,5.0,2.29,1.37,2.25,1.0,0.0,3.0,148.0,107.0,107.0,0.0,1.87,0.57,0.57,7.21,7.21,6.85,11.24,1.51,0.66,1.73,0.39,3.7,7.01,1.51,1.51,1.51,12.0,3.0,1.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,10.0,13.0,1.0,2.0,34.0,12.0,12.0,5.0,10.0,2.0,3.0,0.29,0.35,0.87,0.0,0.0,2.0,16.0,15.0,15.0,5.0,0.15,0.0,0.0,1.66,1.66,1.66
SJS,2023,SJS,SJS,Team Level,other,18,0.28,0.42,0.38,2363.0,22.09,2.95,1.89,4.48,0.75,13.55,6.38,2.75,2.95,2.75,14.0,16.0,18.0,48.0,2.0,2.0,0.0,0.0,0.0,17.0,9.0,12.0,28.0,3.0,6.0,31.0,1.0,2.0,3.0,18.0,8.0,4.0,0.75,1.12,1.09,0.0,1.0,1.0,48.0,30.0,30.0,1.0,0.52,0.33,0.33,3.14,3.14,2.98,34.07,7.49,2.68,6.34,1.18,19.76,10.55,6.75,7.49,6.75,29.0,19.0,17.0,65.0,8.0,4.0,2.0,4.0,1.0,19.0,12.0,21.0,40.0,4.0,8.0,25.0,6.0,3.0,5.0,24.0,14.0,10.0,0.87,1.7,4.92,1.0,2.0,5.0,65.0,48.0,48.0,3.0,0.81,1.15,1.15,7.15,7.15,6.38
SJS,2023,SJS,SJS,Team Level,all,18,0.37,0.4,0.41,65100.0,472.07,42.45,32.45,118.42,16.59,256.51,187.58,40.98,41.78,40.33,446.0,208.0,261.0,915.0,27.0,58.0,5.0,27.0,4.0,267.0,271.0,419.0,627.0,77.0,174.0,565.0,286.0,95.0,102.0,486.0,112.0,56.0,12.57,13.8,16.07,8.0,12.0,7.0,890.17,654.0,640.67,59.0,7.15,9.52,9.52,40.09,39.46,38.62,685.91,73.83,49.63,154.86,22.61,374.03,265.04,69.87,75.52,71.45,689.0,251.0,405.0,1345.0,75.0,62.0,12.0,43.0,5.0,456.0,299.0,614.0,865.0,62.0,145.0,484.0,240.0,131.0,133.0,671.0,195.0,74.0,20.66,24.64,28.53,31.0,23.0,21.0,1392.71,940.0,963.14,54.0,11.17,16.5,16.5,68.5,69.94,67.71
SJS,2023,SJS,SJS,Team Level,5on5,18,0.39,0.41,0.42,51855.0,370.98,30.29,24.43,97.12,12.97,201.32,148.87,29.38,29.63,28.74,357.0,158.0,203.0,718.0,17.0,51.0,4.0,26.0,4.0,199.0,218.0,340.0,498.0,65.0,150.0,438.0,273.0,74.0,86.0,396.0,80.0,39.0,9.97,9.8,10.52,6.0,7.0,4.0,693.17,515.0,501.67,50.0,5.06,8.07,8.07,27.27,26.65,26.26,507.67,46.46,34.67,121.18,16.76,276.47,201.47,44.14,48.16,45.72,517.0,180.0,316.0,1013.0,49.0,46.0,5.0,33.0,3.0,342.0,224.0,468.0,648.0,49.0,119.0,363.0,224.0,115.0,112.0,523.0,131.0,43.0,16.61,16.42,13.43,27.0,17.0,5.0,1060.71,697.0,720.14,48.0,7.22,11.49,11.49,42.18,43.63,42.84
SJS,2023,SJS,SJS,Team Level,4on5,18,0.08,0.12,0.14,5874.0,18.96,1.56,0.99,2.71,0.61,6.59,13.55,1.55,1.56,1.55,21.0,5.0,4.0,30.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,21.0,26.0,4.0,8.0,44.0,9.0,17.0,6.0,22.0,0.0,4.0,0.52,0.0,1.04,0.0,0.0,0.0,30.0,26.0,26.0,6.0,0.23,0.0,0.0,1.78,1.78,1.78,115.7,16.96,10.89,23.31,3.81,69.27,33.75,16.18,16.96,16.18,114.0,44.0,63.0,221.0,15.0,10.0,3.0,5.0,1.0,87.0,40.0,99.0,143.0,7.0,14.0,61.0,2.0,2.0,12.0,100.0,41.0,17.0,2.53,5.36,9.08,3.0,2.0,10.0,221.0,158.0,158.0,0.0,2.82,3.28,3.28,16.51,16.51,15.9
SJS,2023,SJS,SJS,Team Level,5on4,18,0.72,0.72,0.69,5008.0,60.05,7.65,5.15,14.11,2.26,35.05,18.78,7.28,7.65,7.28,54.0,29.0,36.0,119.0,8.0,5.0,1.0,1.0,0.0,41.0,28.0,46.0,75.0,5.0,10.0,52.0,3.0,2.0,7.0,50.0,24.0,9.0,1.33,2.89,3.43,2.0,4.0,2.0,119.0,83.0,83.0,2.0,1.36,1.11,1.11,7.89,7.89,7.61,28.47,2.92,1.39,4.02,0.86,8.54,19.28,2.8,2.92,2.8,29.0,8.0,9.0,46.0,3.0,2.0,2.0,1.0,0.0,8.0,23.0,26.0,34.0,2.0,4.0,35.0,8.0,11.0,4.0,24.0,9.0,4.0,0.66,1.15,1.11,0.0,2.0,1.0,46.0,37.0,37.0,3.0,0.32,0.58,0.58,2.66,2.66,2.58
PHI,2023,PHI,PHI,Team Level,other,18,0.42,0.33,0.31,2319.0,15.43,4.97,0.94,2.52,0.53,7.71,5.33,4.91,4.97,4.91,17.0,5.0,14.0,36.0,6.0,2.0,1.0,2.0,0.0,5.0,7.0,11.0,16.0,5.0,10.0,20.0,5.0,6.0,6.0,12.0,3.0,7.0,0.28,0.28,4.41,1.0,0.0,5.0,36.0,22.0,22.0,4.0,0.28,0.92,0.92,4.33,4.33,4.26,37.84,6.82,2.95,7.74,1.31,18.86,10.32,6.21,6.82,6.21,32.0,16.0,24.0,72.0,7.0,4.0,1.0,2.0,0.0,29.0,6.0,25.0,41.0,2.0,4.0,36.0,2.0,5.0,2.0,23.0,17.0,8.0,0.89,2.13,3.8,1.0,3.0,3.0,72.0,48.0,48.0,0.0,0.84,1.23,1.23,6.43,6.43,6.05
PHI,2023,PHI,PHI,Team Level,all,18,0.52,0.5,0.52,64993.0,562.06,51.77,38.52,135.0,18.48,301.36,224.88,49.84,52.52,50.57,566.0,204.0,288.0,1058.0,60.0,50.0,5.0,35.0,1.0,343.0,281.0,506.0,710.0,75.0,171.0,482.0,273.0,133.0,116.0,569.0,146.0,55.0,15.45,17.78,18.54,22.0,21.0,17.0,1081.1,770.0,782.47,80.0,8.42,11.25,11.25,48.94,49.75,48.84,526.36,47.21,35.28,127.28,17.88,284.91,210.44,45.41,46.77,44.98,498.0,225.0,339.0,1062.0,52.0,41.0,4.0,35.0,1.0,348.0,246.0,446.0,671.0,75.0,174.0,547.0,250.0,106.0,150.0,537.0,147.0,39.0,15.05,18.88,13.28,24.0,16.0,12.0,1044.46,723.0,715.16,89.0,7.81,7.66,7.66,47.36,47.02,45.98
PHI,2023,PHI,PHI,Team Level,5on5,18,0.53,0.5,0.52,51076.0,442.8,36.52,28.82,112.04,14.61,235.09,176.92,35.43,37.28,36.16,440.0,164.0,227.0,831.0,43.0,38.0,2.0,25.0,1.0,280.0,217.0,397.0,561.0,63.0,147.0,360.0,251.0,97.0,88.0,452.0,118.0,34.0,12.03,14.37,10.12,17.0,17.0,9.0,854.1,604.0,616.47,64.0,5.99,7.74,7.74,34.77,35.58,35.04,408.65,32.36,26.1,102.49,13.86,221.97,167.21,31.7,31.92,31.28,392.0,172.0,277.0,841.0,37.0,33.0,3.0,23.0,1.0,281.0,189.0,355.0,527.0,66.0,156.0,409.0,236.0,85.0,124.0,431.0,111.0,22.0,11.95,14.49,5.91,20.0,13.0,4.0,823.46,564.0,556.16,77.0,5.4,5.54,5.54,32.21,31.88,31.48
PHI,2023,PHI,PHI,Team Level,4on5,18,0.27,0.22,0.27,5490.0,24.75,2.68,1.42,3.46,0.73,7.9,16.81,2.68,2.68,2.68,30.0,3.0,3.0,36.0,5.0,0.0,0.0,1.0,0.0,5.0,22.0,25.0,28.0,1.0,2.0,40.0,11.0,23.0,12.0,23.0,4.0,6.0,0.59,0.6,1.5,3.0,1.0,1.0,36.0,33.0,33.0,11.0,0.33,0.0,0.0,3.02,3.02,3.02,64.23,7.12,5.57,14.52,2.23,39.15,21.42,6.58,7.12,6.58,55.0,35.0,36.0,126.0,7.0,4.0,0.0,10.0,0.0,36.0,33.0,48.0,83.0,5.0,10.0,63.0,1.0,5.0,16.0,64.0,18.0,8.0,1.68,2.1,3.33,3.0,0.0,4.0,126.0,90.0,90.0,5.0,1.41,0.89,0.89,7.63,7.63,7.38
PHI,2023,PHI,PHI,Team Level,5on4,18,0.89,0.87,0.84,6108.0,79.08,7.59,7.34,16.97,2.61,50.67,25.81,6.81,7.59,6.81,79.0,32.0,44.0,155.0,6.0,10.0,2.0,7.0,0.0,53.0,35.0,73.0,105.0,6.0,12.0,62.0,6.0,7.0,10.0,82.0,21.0,8.0,2.55,2.53,2.52,1.0,3.0,2.0,155.0,111.0,111.0,1.0,1.82,2.59,2.59,6.83,6.83,6.52,15.63,0.92,0.66,2.53,0.47,4.93,11.48,0.92,0.92,0.92,19.0,2.0,2.0,23.0,1.0,0.0,0.0,0.0,0.0,2.0,18.0,18.0,20.0,2.0,4.0,39.0,11.0,11.0,8.0,19.0,1.0,1.0,0.53,0.16,0.23,0.0,0.0,1.0,23.0,21.0,21.0,7.0,0.15,0.0,0.0,1.08,1.08,1.07
TOR,2023,TOR,TOR,Team Level,other,17,0.59,0.55,0.57,1480.0,37.88,6.31,3.05,7.14,1.26,18.87,13.37,5.63,6.31,5.63,31.0,19.0,17.0,67.0,8.0,3.0,0.0,1.0,0.0,20.0,18.0,23.0,42.0,2.0,4.0,32.0,1.0,4.0,2.0,23.0,18.0,9.0,0.89,2.39,3.04,2.0,4.0,2.0,67.0,50.0,50.0,1.0,0.82,1.08,1.08,6.05,6.05,5.5,27.56,4.31,2.02,5.15,0.93,14.72,10.88,4.07,4.31,4.07,31.0,7.0,16.0,54.0,4.0,1.0,0.0,2.0,0.0,21.0,10.0,27.0,34.0,2.0,4.0,27.0,9.0,7.0,10.0,25.0,9.0,4.0,0.91,1.02,2.38,1.0,0.0,3.0,54.0,38.0,38.0,3.0,0.57,0.42,0.42,4.46,4.46,4.25
TOR,2023,TOR,TOR,Team Level,all,17,0.5,0.51,0.51,62713.0,572.54,57.27,39.46,135.22,19.11,304.26,221.68,54.76,56.92,54.45,537.0,240.0,301.0,1078.0,60.0,47.0,3.0,40.0,9.0,329.0,292.0,477.0,717.0,63.0,137.0,513.0,358.0,124.0,162.0,559.0,156.0,62.0,16.21,19.59,21.46,20.0,23.0,17.0,1072.38,777.0,771.77,84.0,8.85,10.52,10.52,55.59,55.34,53.71,556.71,56.98,38.18,134.1,18.76,295.82,215.16,54.57,57.38,54.95,533.0,226.0,293.0,1052.0,58.0,63.0,8.0,53.0,5.0,315.0,265.0,475.0,701.0,59.0,135.0,462.0,390.0,124.0,148.0,552.0,142.0,65.0,15.87,17.4,23.71,22.0,16.0,20.0,1063.04,759.0,765.96,76.0,8.49,13.67,13.79,51.68,52.09,51.0
TOR,2023,TOR,TOR,Team Level,5on5,17,0.49,0.5,0.5,51341.0,435.62,36.38,28.12,108.61,14.56,234.49,170.84,34.93,36.04,34.62,403.0,190.0,238.0,831.0,37.0,37.0,1.0,34.0,9.0,257.0,219.0,366.0,556.0,54.0,119.0,394.0,337.0,100.0,137.0,451.0,106.0,36.0,12.84,13.22,10.31,15.0,15.0,7.0,825.38,593.0,587.77,72.0,5.87,7.4,7.4,34.84,34.59,33.88,431.74,38.52,28.62,109.9,14.79,228.31,169.86,36.82,38.91,37.21,404.0,186.0,231.0,821.0,39.0,53.0,7.0,38.0,3.0,240.0,217.0,365.0,551.0,51.0,119.0,357.0,361.0,96.0,120.0,437.0,110.0,43.0,12.38,13.66,12.47,19.0,12.0,8.0,832.04,590.0,596.96,68.0,5.96,10.14,10.37,34.11,34.52,33.92
TOR,2023,TOR,TOR,Team Level,4on5,17,0.14,0.18,0.2,5498.0,21.13,2.05,1.16,3.55,0.77,7.31,14.17,1.93,2.05,1.93,25.0,4.0,6.0,35.0,1.0,1.0,0.0,0.0,0.0,7.0,20.0,24.0,28.0,3.0,6.0,42.0,17.0,14.0,11.0,21.0,6.0,2.0,0.52,0.86,0.67,1.0,0.0,0.0,35.0,29.0,29.0,10.0,0.27,0.02,0.02,2.29,2.29,2.17,85.7,13.05,6.92,17.59,2.71,49.28,26.45,12.57,13.05,12.57,86.0,30.0,42.0,158.0,14.0,9.0,1.0,11.0,2.0,51.0,29.0,72.0,102.0,4.0,8.0,49.0,10.0,7.0,11.0,79.0,20.0,17.0,2.21,2.3,8.55,2.0,3.0,9.0,158.0,116.0,116.0,1.0,1.82,3.11,3.0,11.88,11.88,11.59
TOR,2023,TOR,TOR,Team Level,5on4,17,0.92,0.88,0.88,4394.0,77.92,12.53,7.15,15.91,2.52,43.59,23.31,12.27,12.53,12.27,78.0,27.0,40.0,145.0,14.0,6.0,2.0,5.0,0.0,45.0,35.0,64.0,91.0,4.0,8.0,45.0,3.0,6.0,12.0,64.0,26.0,15.0,1.96,3.12,7.45,2.0,4.0,8.0,145.0,105.0,105.0,1.0,1.88,2.01,2.01,12.4,12.4,12.16,11.71,1.1,0.62,1.47,0.33,3.51,7.97,1.1,1.1,1.1,12.0,3.0,4.0,19.0,1.0,0.0,0.0,2.0,0.0,3.0,9.0,11.0,14.0,2.0,4.0,29.0,10.0,14.0,7.0,11.0,3.0,1.0,0.37,0.41,0.32,0.0,1.0,0.0,19.0,15.0,15.0,4.0,0.14,0.0,0.0,1.24,1.24,1.24
FLA,2023,FLA,FLA,Team Level,other,18,0.66,0.52,0.53,3319.0,36.86,12.53,2.46,5.43,1.18,18.86,11.55,11.31,12.53,11.31,37.0,15.0,23.0,75.0,13.0,4.0,3.0,3.0,0.0,19.0,13.0,24.0,39.0,3.0,4.0,38.0,6.0,3.0,5.0,23.0,6.0,23.0,1.06,0.78,10.69,1.0,1.0,11.0,75.0,52.0,52.0,3.0,0.73,1.17,1.17,12.09,12.09,10.91,32.7,6.55,2.79,6.49,1.22,19.81,9.13,6.06,6.55,6.06,35.0,11.0,23.0,69.0,8.0,1.0,0.0,2.0,0.0,25.0,10.0,27.0,38.0,0.0,0.0,42.0,7.0,6.0,3.0,25.0,8.0,13.0,1.01,0.94,4.6,1.0,2.0,5.0,69.0,46.0,46.0,2.0,0.8,0.27,0.27,7.08,7.08,6.58
FLA,2023,FLA,FLA,Team Level,all,18,0.57,0.56,0.55,65117.0,622.78,63.85,43.8,148.69,20.97,341.38,236.31,59.51,64.23,59.89,611.0,244.0,386.0,1241.0,57.0,67.0,12.0,42.0,6.0,387.0,296.0,554.0,798.0,70.0,144.0,555.0,311.0,120.0,152.0,638.0,137.0,80.0,17.31,16.7,29.84,23.0,12.0,22.0,1249.9,855.0,862.28,80.0,9.9,14.42,14.42,59.32,59.64,56.08,508.18,48.78,34.3,124.34,17.62,272.05,200.92,47.06,48.61,46.89,501.0,197.0,281.0,979.0,49.0,52.0,10.0,34.0,3.0,299.0,261.0,452.0,649.0,72.0,153.0,514.0,343.0,88.0,144.0,523.0,110.0,65.0,13.91,13.59,21.27,12.0,17.0,20.0,970.27,698.0,691.72,88.0,7.62,11.11,11.16,45.24,45.09,43.99
FLA,2023,FLA,FLA,Team Level,5on5,18,0.55,0.55,0.53,50844.0,456.98,37.44,29.98,115.57,15.35,247.37,180.29,36.14,37.83,36.51,457.0,169.0,294.0,920.0,35.0,49.0,7.0,30.0,5.0,280.0,227.0,422.0,591.0,57.0,120.0,421.0,295.0,105.0,124.0,480.0,107.0,39.0,13.32,13.14,10.98,20.0,10.0,5.0,928.9,626.0,633.28,67.0,6.19,10.04,10.04,33.59,33.91,33.23,396.15,30.49,25.15,102.67,13.78,211.57,161.34,29.61,30.31,29.43,377.0,168.0,221.0,766.0,28.0,40.0,7.0,27.0,3.0,239.0,208.0,349.0,517.0,63.0,135.0,380.0,320.0,73.0,113.0,428.0,86.0,31.0,10.94,10.72,8.82,11.0,10.0,7.0,757.27,545.0,538.72,70.0,5.2,7.44,7.48,28.21,28.05,27.66
FLA,2023,FLA,FLA,Team Level,4on5,18,0.07,0.15,0.15,5135.0,11.02,0.71,0.51,1.7,0.34,3.79,7.96,0.7,0.71,0.7,7.0,8.0,6.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,7.0,15.0,2.0,4.0,38.0,8.0,9.0,7.0,13.0,1.0,1.0,0.31,0.14,0.25,0.0,0.0,0.0,21.0,15.0,15.0,6.0,0.11,0.0,0.0,0.82,0.82,0.81,61.39,9.92,5.28,12.61,2.01,34.91,18.27,9.59,9.92,9.59,71.0,12.0,34.0,117.0,11.0,10.0,3.0,4.0,0.0,29.0,29.0,60.0,72.0,8.0,16.0,39.0,4.0,0.0,12.0,53.0,14.0,16.0,1.51,1.64,6.78,0.0,4.0,7.0,117.0,83.0,83.0,1.0,1.37,3.39,3.39,7.9,7.9,7.73
FLA,2023,FLA,FLA,Team Level,5on4,18,0.88,0.89,0.87,5819.0,117.92,13.17,10.86,25.99,4.11,71.36,36.52,11.36,13.17,11.36,110.0,52.0,63.0,225.0,9.0,14.0,2.0,9.0,1.0,87.0,42.0,101.0,153.0,8.0,16.0,58.0,2.0,3.0,16.0,122.0,23.0,17.0,2.61,2.64,7.92,2.0,1.0,6.0,225.0,162.0,162.0,4.0,2.87,3.21,3.21,12.83,12.83,11.13,17.94,1.83,1.07,2.56,0.61,5.75,12.18,1.81,1.83,1.81,18.0,6.0,3.0,27.0,2.0,1.0,0.0,1.0,0.0,6.0,14.0,16.0,22.0,1.0,2.0,53.0,12.0,9.0,16.0,17.0,2.0,5.0,0.45,0.3,1.07,0.0,1.0,1.0,27.0,24.0,24.0,15.0,0.25,0.02,0.02,2.05,2.05,2.03
OTT,2023,OTT,OTT,Team Level,other,15,0.62,0.61,0.63,1724.0,27.98,5.21,2.22,6.01,1.14,12.8,8.62,4.71,5.21,4.71,29.0,7.0,6.0,42.0,5.0,5.0,1.0,2.0,1.0,12.0,11.0,24.0,31.0,2.0,4.0,26.0,4.0,2.0,4.0,18.0,8.0,10.0,0.81,0.84,3.56,1.0,1.0,3.0,42.0,36.0,36.0,1.0,0.74,1.49,0.84,5.11,5.11,4.83,14.98,3.24,0.85,2.67,0.49,7.08,6.67,3.23,3.24,3.23,16.0,5.0,6.0,27.0,2.0,1.0,1.0,6.0,0.0,3.0,9.0,14.0,19.0,4.0,8.0,22.0,5.0,1.0,1.0,12.0,5.0,4.0,0.41,0.57,2.26,0.0,0.0,2.0,27.0,21.0,21.0,0.0,0.26,0.91,0.91,2.6,2.6,2.6
