Date,Visitor,GV,Home,GH,Unnamed: 5,Att.,LOG,Notes
2022-03-01,New Jersey Devils,3.0,Columbus Blue Jackets,4.0,,13678.0,2:38,
2022-03-01,New York Islanders,3.0,Colorado Avalanche,5.0,,17622.0,2:23,
2022-03-01,Carolina Hurricanes,3.0,Detroit Red Wings,4.0,OT,14874.0,2:41,
2022-03-01,Calgary Flames,5.0,Minnesota Wild,1.0,,16998.0,2:29,
2022-03-01,Edmonton Oilers,3.0,Philadelphia Flyers,0.0,,15114.0,2:28,
2022-03-01,Ottawa Senators,2.0,Tampa Bay Lightning,5.0,,19092.0,2:35,
2022-03-01,San Jose Sharks,1.0,Vegas Golden Knights,3.0,,17819.0,2:20,
2022-03-01,Montreal Canadiens,4.0,Winnipeg Jets,8.0,,13816.0,2:35,
2022-03-02,Los Angeles Kings,3.0,Dallas Stars,4.0,,18046.0,2:31,
2022-03-02,St. Louis Blues,3.0,New York Rangers,5.0,,16870.0,2:25,
2022-03-02,Nashville Predators,3.0,Seattle Kraken,4.0,,17151.0,2:28,
2022-03-02,Buffalo Sabres,5.0,Toronto Maple Leafs,1.0,,17122.0,2:19,
2022-03-03,Colorado Avalanche,1.0,Arizona Coyotes,2.0,,10840.0,2:25,
2022-03-03,Montreal Canadiens,5.0,Calgary Flames,4.0,OT,16288.0,2:33,
2022-03-03,Edmonton Oilers,3.0,Chicago Blackhawks,4.0,OT,19688.0,2:34,
2022-03-03,Ottawa Senators,0.0,Florida Panthers,3.0,,16499.0,2:36,
2022-03-03,Vancouver Canucks,4.0,New York Islanders,3.0,,16412.0,2:24,
2022-03-03,Minnesota Wild,5.0,Philadelphia Flyers,4.0,,13876.0,2:32,
2022-03-03,Pittsburgh Penguins,5.0,Tampa Bay Lightning,1.0,,19092.0,2:37,
2022-03-03,Boston Bruins,5.0,Vegas Golden Knights,2.0,,18109.0,2:26,
2022-03-03,Carolina Hurricanes,0.0,Washington Capitals,4.0,,18573.0,2:22,
2022-03-04,Vegas Golden Knights,5.0,Anaheim Ducks,4.0,,12586.0,2:31,
2022-03-04,Minnesota Wild,4.0,Buffalo Sabres,5.0,,8462.0,2:29,
2022-03-04,Pittsburgh Penguins,2.0,Carolina Hurricanes,3.0,OT,19023.0,2:40,
2022-03-04,Los Angeles Kings,4.0,Columbus Blue Jackets,3.0,OT,15778.0,2:28,
2022-03-04,New Jersey Devils,1.0,New York Rangers,3.0,,18006.0,2:25,
2022-03-04,Detroit Red Wings,1.0,Tampa Bay Lightning,3.0,,19092.0,2:27,
2022-03-04,Dallas Stars,4.0,Winnipeg Jets,3.0,OT,13466.0,2:34,
2022-03-05,Ottawa Senators,5.0,Arizona Coyotes,8.0,,11810.0,2:27,
2022-03-05,Boston Bruins,5.0,Columbus Blue Jackets,4.0,SO,19434.0,2:39,
2022-03-05,Calgary Flames,4.0,Colorado Avalanche,3.0,OT,18087.0,2:33,
2022-03-05,Montreal Canadiens,5.0,Edmonton Oilers,2.0,,18258.0,2:31,
2022-03-05,Detroit Red Wings,2.0,Florida Panthers,6.0,,15890.0,2:21,
2022-03-05,St. Louis Blues,1.0,New York Islanders,2.0,,17255.0,2:30,
2022-03-05,Chicago Blackhawks,3.0,Philadelphia Flyers,4.0,,18448.0,2:38,
2022-03-05,Nashville Predators,8.0,San Jose Sharks,0.0,,13936.0,2:31,
2022-03-05,Vancouver Canucks,6.0,Toronto Maple Leafs,4.0,,17534.0,2:29,
2022-03-05,Seattle Kraken,2.0,Washington Capitals,5.0,,18573.0,2:25,
2022-03-06,San Jose Sharks,2.0,Anaheim Ducks,3.0,OT,12183.0,2:29,
2022-03-06,Los Angeles Kings,3.0,Buffalo Sabres,0.0,,10775.0,2:32,
2022-03-06,Seattle Kraken,2.0,Carolina Hurricanes,3.0,,18156.0,2:33,
2022-03-06,Tampa Bay Lightning,6.0,Chicago Blackhawks,3.0,,18856.0,2:23,
2022-03-06,Dallas Stars,6.0,Minnesota Wild,3.0,,18791.0,2:42,
2022-03-06,St. Louis Blues,2.0,New Jersey Devils,3.0,OT,14923.0,2:25,
2022-03-06,Ottawa Senators,1.0,Vegas Golden Knights,2.0,,17909.0,2:31,
2022-03-06,New York Rangers,4.0,Winnipeg Jets,1.0,,12867.0,2:16,
2022-03-07,Los Angeles Kings,3.0,Boston Bruins,2.0,OT,17850.0,2:43,
2022-03-07,Florida Panthers,6.0,Buffalo Sabres,1.0,,7906.0,2:24,
2022-03-07,Toronto Maple Leafs,5.0,Columbus Blue Jackets,4.0,,14252.0,2:35,
2022-03-07,Edmonton Oilers,1.0,Calgary Flames,3.0,,17246.0,2:31,
2022-03-07,Colorado Avalanche,5.0,New York Islanders,4.0,,16378.0,2:31,
2022-03-08,Washington Capitals,5.0,Calgary Flames,4.0,,15628.0,2:30,
2022-03-08,Anaheim Ducks,3.0,Chicago Blackhawks,8.0,,18591.0,2:25,
2022-03-08,Arizona Coyotes,9.0,Detroit Red Wings,2.0,,14621.0,2:29,
2022-03-08,New York Rangers,2.0,Minnesota Wild,5.0,,18356.0,2:21,
2022-03-08,Colorado Avalanche,3.0,New Jersey Devils,5.0,,12181.0,2:30,
2022-03-08,Dallas Stars,1.0,Nashville Predators,2.0,,17306.0,2:18,
2022-03-08,Vegas Golden Knights,1.0,Philadelphia Flyers,2.0,,14482.0,2:36,
2022-03-08,Florida Panthers,4.0,Pittsburgh Penguins,3.0,,17876.0,2:29,
2022-03-08,Ottawa Senators,4.0,St. Louis Blues,1.0,,18096.0,2:17,
2022-03-08,Seattle Kraken,4.0,Toronto Maple Leafs,6.0,,17547.0,2:30,
2022-03-08,Tampa Bay Lightning,4.0,Winnipeg Jets,7.0,,12925.0,2:18,
2022-03-09,Washington Capitals,3.0,Edmonton Oilers,4.0,OT,16368.0,2:41,
2022-03-09,Montreal Canadiens,3.0,Vancouver Canucks,5.0,,18645.0,2:26,
2022-03-10,Chicago Blackhawks,3.0,Boston Bruins,4.0,,17850.0,2:31,
2022-03-10,Vegas Golden Knights,1.0,Buffalo Sabres,3.0,,12437.0,2:24,
2022-03-10,Colorado Avalanche,0.0,Carolina Hurricanes,2.0,,18056.0,2:26,
2022-03-10,Tampa Bay Lightning,1.0,Calgary Flames,4.0,,15689.0,2:25,
2022-03-10,Minnesota Wild,6.0,Detroit Red Wings,5.0,SO,17461.0,2:52,
2022-03-10,Philadelphia Flyers,3.0,Florida Panthers,6.0,,17193.0,2:42,
2022-03-10,San Jose Sharks,4.0,Los Angeles Kings,3.0,OT,14228.0,2:28,
2022-03-10,Winnipeg Jets,2.0,New Jersey Devils,1.0,,12377.0,2:16,
2022-03-10,Anaheim Ducks,1.0,Nashville Predators,4.0,,17159.0,2:38,
2022-03-10,Columbus Blue Jackets,0.0,New York Islanders,6.0,,16048.0,2:31,
2022-03-10,Seattle Kraken,3.0,Ottawa Senators,4.0,OT,11622.0,2:29,
2022-03-10,New York Rangers,2.0,St. Louis Blues,6.0,,18096.0,2:24,
2022-03-10,Arizona Coyotes,5.0,Toronto Maple Leafs,4.0,OT,17351.0,2:26,
2022-03-11,Minnesota Wild,2.0,Columbus Blue Jackets,3.0,SO,16399.0,2:41,
2022-03-11,Winnipeg Jets,2.0,New York Islanders,5.0,,17255.0,2:27,
2022-03-11,Vegas Golden Knights,2.0,Pittsburgh Penguins,5.0,,18341.0,2:23,
2022-03-11,Washington Capitals,4.0,Vancouver Canucks,3.0,OT,18814.0,2:33,
2022-03-12,Arizona Coyotes,2.0,Boston Bruins,3.0,,17850.0,2:24,
2022-03-12,Philadelphia Flyers,1.0,Carolina Hurricanes,3.0,,18680.0,2:23,
2022-03-12,Detroit Red Wings,0.0,Calgary Flames,3.0,,17658.0,2:28,
2022-03-12,New York Rangers,7.0,Dallas Stars,4.0,,18532.0,2:27,
2022-03-12,Tampa Bay Lightning,1.0,Edmonton Oilers,4.0,,17528.0,2:39,
2022-03-12,Seattle Kraken,4.0,Montreal Canadiens,3.0,SO,20608.0,2:51,
2022-03-12,Anaheim Ducks,1.0,New Jersey Devils,2.0,SO,14783.0,2:30,
2022-03-12,St. Louis Blues,7.0,Nashville Predators,4.0,,17565.0,2:32,
2022-03-12,Chicago Blackhawks,6.0,Ottawa Senators,3.0,,14252.0,2:26,
2022-03-12,Los Angeles Kings,0.0,San Jose Sharks,5.0,,13821.0,2:18,
2022-03-13,Toronto Maple Leafs,2.0,Buffalo Sabres,5.0,,26119.0,2:46,at Tim Horton's Field (ON Ha)
2022-03-13,Vegas Golden Knights,4.0,Columbus Blue Jackets,6.0,,16087.0,2:33,
2022-03-13,Calgary Flames,0.0,Colorado Avalanche,3.0,,18081.0,2:27,
2022-03-13,Florida Panthers,2.0,Los Angeles Kings,3.0,SO,15822.0,2:39,
2022-03-13,Nashville Predators,6.0,Minnesota Wild,2.0,,19009.0,2:29,
2022-03-13,Anaheim Ducks,3.0,New York Islanders,4.0,,17255.0,2:30,
2022-03-13,Montreal Canadiens,4.0,Philadelphia Flyers,3.0,OT,15451.0,2:35,
2022-03-13,Carolina Hurricanes,2.0,Pittsburgh Penguins,4.0,,17866.0,2:38,
2022-03-13,Winnipeg Jets,4.0,St. Louis Blues,3.0,OT,18096.0,2:28,
2022-03-13,Tampa Bay Lightning,2.0,Vancouver Canucks,1.0,,18760.0,2:28,
2022-03-14,Arizona Coyotes,5.0,Ottawa Senators,3.0,,9201.0,2:22,
2022-03-15,Boston Bruins,2.0,Chicago Blackhawks,1.0,OT,19629.0,2:34,
2022-03-15,Detroit Red Wings,5.0,Edmonton Oilers,7.0,,15311.0,2:30,
2022-03-15,Colorado Avalanche,3.0,Los Angeles Kings,0.0,,13967.0,2:26,
2022-03-15,Arizona Coyotes,6.0,Montreal Canadiens,3.0,,20532.0,2:26,
2022-03-15,Pittsburgh Penguins,1.0,Nashville Predators,4.0,,17498.0,2:23,
2022-03-15,Anaheim Ducks,3.0,New York Rangers,4.0,OT,18006.0,2:28,
2022-03-15,Florida Panthers,3.0,San Jose Sharks,2.0,OT,12276.0,2:33,
2022-03-15,Dallas Stars,0.0,Toronto Maple Leafs,4.0,,18543.0,2:22,
2022-03-15,New Jersey Devils,3.0,Vancouver Canucks,6.0,,18562.0,2:32,
2022-03-15,Vegas Golden Knights,3.0,Winnipeg Jets,7.0,,13470.0,2:25,
2022-03-15,New York Islanders,3.0,Washington Capitals,4.0,SO,18573.0,2:45,
2022-03-16,New Jersey Devils,3.0,Calgary Flames,6.0,,15488.0,2:26,
2022-03-16,Boston Bruins,2.0,Minnesota Wild,4.0,,17956.0,2:40,
2022-03-16,Columbus Blue Jackets,4.0,Ottawa Senators,1.0,,10087.0,2:23,
2022-03-16,Tampa Bay Lightning,4.0,Seattle Kraken,1.0,,17151.0,2:27,
2022-03-17,Washington Capitals,7.0,Columbus Blue Jackets,2.0,,15911.0,2:36,
2022-03-17,Buffalo Sabres,1.0,Edmonton Oilers,6.0,,15883.0,2:28,
2022-03-17,San Jose Sharks,0.0,Los Angeles Kings,3.0,,13137.0,2:17,
2022-03-17,Dallas Stars,4.0,Montreal Canadiens,3.0,OT,20714.0,2:41,
2022-03-17,New York Islanders,2.0,New York Rangers,1.0,,18006.0,2:16,
2022-03-17,Nashville Predators,4.0,Philadelphia Flyers,5.0,,18405.0,2:43,
2022-03-17,Pittsburgh Penguins,3.0,St. Louis Blues,2.0,SO,18096.0,2:43,
2022-03-17,Carolina Hurricanes,2.0,Toronto Maple Leafs,3.0,,18134.0,2:19,
2022-03-17,Detroit Red Wings,1.0,Vancouver Canucks,0.0,,18893.0,2:26,
2022-03-17,Florida Panthers,3.0,Vegas Golden Knights,5.0,,18265.0,2:33,
2022-03-18,Florida Panthers,3.0,Anaheim Ducks,0.0,,12296.0,2:28,
2022-03-18,Washington Capitals,4.0,Carolina Hurricanes,3.0,SO,18680.0,2:59,
2022-03-18,Buffalo Sabres,1.0,Calgary Flames,0.0,OT,16685.0,2:23,
2022-03-18,Philadelphia Flyers,1.0,Ottawa Senators,3.0,,11431.0,2:34,
2022-03-18,Colorado Avalanche,5.0,San Jose Sharks,3.0,,13022.0,2:27,
2022-03-18,Boston Bruins,4.0,Winnipeg Jets,2.0,,14191.0,2:30,
2022-03-19,Pittsburgh Penguins,4.0,Arizona Coyotes,1.0,,14507.0,2:19,
2022-03-19,St. Louis Blues,4.0,Columbus Blue Jackets,5.0,,19005.0,2:29,
2022-03-19,New Jersey Devils,3.0,Edmonton Oilers,6.0,,16950.0,2:35,
2022-03-19,Chicago Blackhawks,1.0,Minnesota Wild,3.0,,19226.0,2:26,
2022-03-19,Ottawa Senators,1.0,Montreal Canadiens,5.0,,21105.0,2:29,
2022-03-19,Toronto Maple Leafs,3.0,Nashville Predators,6.0,,17692.0,2:38,
2022-03-19,Dallas Stars,2.0,New York Islanders,4.0,,17255.0,2:26,
2022-03-19,Detroit Red Wings,2.0,Seattle Kraken,4.0,,17151.0,2:30,
2022-03-19,New York Rangers,2.0,Tampa Bay Lightning,1.0,,19092.0,2:34,
2022-03-19,Calgary Flames,5.0,Vancouver Canucks,2.0,,18865.0,2:22,
2022-03-19,Los Angeles Kings,1.0,Vegas Golden Knights,5.0,,18136.0,2:28,
2022-03-20,New York Rangers,2.0,Carolina Hurricanes,0.0,,18680.0,2:23,
2022-03-20,Winnipeg Jets,6.0,Chicago Blackhawks,4.0,,19251.0,2:25,
2022-03-20,New York Islanders,1.0,Philadelphia Flyers,2.0,,17218.0,2:24,
2022-03-20,Arizona Coyotes,2.0,San Jose Sharks,4.0,,13349.0,2:18,
2022-03-20,Buffalo Sabres,3.0,Vancouver Canucks,2.0,OT,18873.0,2:32,
2022-03-20,Dallas Stars,3.0,Washington Capitals,2.0,,18573.0,2:33,
2022-03-21,Nashville Predators,6.0,Anaheim Ducks,3.0,,11679.0,2:33,
2022-03-21,Edmonton Oilers,2.0,Colorado Avalanche,3.0,OT,18022.0,2:30,
2022-03-21,Vegas Golden Knights,0.0,Minnesota Wild,3.0,,17498.0,2:20,
2022-03-21,Boston Bruins,3.0,Montreal Canadiens,2.0,OT,20922.0,2:27,
2022-03-22,Seattle Kraken,4.0,Arizona Coyotes,2.0,,11670.0,2:19,
2022-03-22,Tampa Bay Lightning,2.0,Carolina Hurricanes,3.0,,16783.0,2:41,
2022-03-22,San Jose Sharks,4.0,Calgary Flames,3.0,,15594.0,2:29,
2022-03-22,Edmonton Oilers,3.0,Dallas Stars,5.0,,18532.0,2:28,
2022-03-22,Philadelphia Flyers,3.0,Detroit Red Wings,6.0,,15521.0,2:30,
2022-03-22,Nashville Predators,1.0,Los Angeles Kings,6.0,,12629.0,2:21,
2022-03-22,New York Rangers,4.0,New Jersey Devils,7.0,,16514.0,2:25,
2022-03-22,Ottawa Senators,0.0,New York Islanders,3.0,,15856.0,2:17,
2022-03-22,Columbus Blue Jackets,1.0,Pittsburgh Penguins,5.0,,18196.0,2:21,
2022-03-22,Vegas Golden Knights,0.0,Winnipeg Jets,4.0,,13690.0,2:23,
2022-03-22,St. Louis Blues,5.0,Washington Capitals,2.0,,18573.0,2:18,
2022-03-23,Chicago Blackhawks,4.0,Anaheim Ducks,2.0,,11740.0,2:30,
2022-03-23,Pittsburgh Penguins,3.0,Buffalo Sabres,4.0,SO,9399.0,2:35,
2022-03-23,Vancouver Canucks,3.0,Colorado Avalanche,1.0,,17482.0,2:21,
2022-03-23,New Jersey Devils,2.0,Toronto Maple Leafs,3.0,,18739.0,2:27,
2022-03-24,Tampa Bay Lightning,2.0,Boston Bruins,3.0,,17850.0,2:39,
2022-03-24,Dallas Stars,4.0,Carolina Hurricanes,3.0,SO,16421.0,2:41,
2022-03-24,San Jose Sharks,2.0,Edmonton Oilers,5.0,,16740.0,2:30,
2022-03-24,Chicago Blackhawks,4.0,Los Angeles Kings,3.0,SO,13518.0,2:38,
2022-03-24,Vancouver Canucks,2.0,Minnesota Wild,3.0,OT,17333.0,2:39,
2022-03-24,Florida Panthers,4.0,Montreal Canadiens,3.0,,20788.0,2:34,
2022-03-24,Detroit Red Wings,2.0,New York Islanders,5.0,,16429.0,2:19,
2022-03-24,Philadelphia Flyers,5.0,St. Louis Blues,2.0,,18096.0,2:19,
2022-03-24,Nashville Predators,1.0,Vegas Golden Knights,6.0,,18021.0,2:42,
2022-03-24,Ottawa Senators,5.0,Winnipeg Jets,2.0,,14175.0,2:24,
2022-03-25,Washington Capitals,4.0,Buffalo Sabres,3.0,SO,9740.0,2:35,
2022-03-25,Arizona Coyotes,2.0,Calgary Flames,4.0,,16526.0,2:23,
2022-03-25,Philadelphia Flyers,3.0,Colorado Avalanche,6.0,,18051.0,2:33,
2022-03-25,Pittsburgh Penguins,1.0,New York Rangers,5.0,,18006.0,2:20,
2022-03-25,Columbus Blue Jackets,3.0,Winnipeg Jets,4.0,OT,13475.0,2:30,
2022-03-26,New York Islanders,3.0,Boston Bruins,6.0,,17850.0,2:32,
2022-03-26,Edmonton Oilers,5.0,Calgary Flames,9.0,,19289.0,2:40,
2022-03-26,Vancouver Canucks,4.0,Dallas Stars,1.0,,18532.0,2:36,
2022-03-26,Tampa Bay Lightning,2.0,Detroit Red Wings,1.0,OT,19515.0,2:44,
2022-03-26,Seattle Kraken,2.0,Los Angeles Kings,4.0,,18230.0,2:20,
2022-03-26,Columbus Blue Jackets,2.0,Minnesota Wild,3.0,OT,19089.0,2:41,
2022-03-26,Toronto Maple Leafs,2.0,Montreal Canadiens,4.0,,21105.0,2:30,
2022-03-26,Florida Panthers,4.0,Ottawa Senators,3.0,SO,17201.0,2:54,
2022-03-26,Anaheim Ducks,1.0,San Jose Sharks,4.0,,14161.0,2:19,
2022-03-26,Carolina Hurricanes,7.0,St. Louis Blues,2.0,,18096.0,2:28,
2022-03-26,Chicago Blackhawks,4.0,Vegas Golden Knights,5.0,OT,18301.0,2:33,
2022-03-26,New Jersey Devils,3.0,Washington Capitals,4.0,,18573.0,2:30,
2022-03-27,Colorado Avalanche,2.0,Minnesota Wild,3.0,OT,19140.0,2:43,
2022-03-27,Montreal Canadiens,2.0,New Jersey Devils,3.0,SO,12080.0,2:42,
2022-03-27,Philadelphia Flyers,4.0,Nashville Predators,5.0,,17414.0,2:29,
2022-03-27,Tampa Bay Lightning,4.0,New York Islanders,1.0,,17255.0,2:39,
2022-03-27,Buffalo Sabres,4.0,New York Rangers,5.0,OT,18006.0,2:25,
2022-03-27,Detroit Red Wings,2.0,Pittsburgh Penguins,11.0,,17842.0,2:34,
2022-03-27,Florida Panthers,2.0,Toronto Maple Leafs,5.0,,18939.0,2:32,
2022-03-27,Arizona Coyotes,1.0,Winnipeg Jets,2.0,OT,13825.0,2:27,
2022-03-28,Buffalo Sabres,6.0,Chicago Blackhawks,5.0,,18648.0,2:23,
2022-03-28,Arizona Coyotes,1.0,Edmonton Oilers,6.0,,15237.0,2:25,
2022-03-28,Seattle Kraken,6.0,Los Angeles Kings,1.0,,13919.0,2:30,
2022-03-28,Vancouver Canucks,1.0,St. Louis Blues,4.0,,18096.0,2:19,
2022-03-28,Carolina Hurricanes,6.0,Washington Capitals,1.0,,18573.0,2:25,
2022-03-29,Dallas Stars,3.0,Anaheim Ducks,2.0,,12617.0,2:30,
2022-03-29,Toronto Maple Leafs,6.0,Boston Bruins,4.0,,17850.0,2:34,
2022-03-29,New York Islanders,4.0,Columbus Blue Jackets,3.0,,15557.0,2:22,
2022-03-29,Colorado Avalanche,2.0,Calgary Flames,1.0,,16543.0,2:40,
2022-03-29,Montreal Canadiens,4.0,Florida Panthers,7.0,,15587.0,2:39,
2022-03-29,Philadelphia Flyers,1.0,Minnesota Wild,4.0,,17874.0,2:25,
2022-03-29,Ottawa Senators,1.0,Nashville Predators,4.0,,17176.0,2:41,
2022-03-29,New York Rangers,3.0,Pittsburgh Penguins,2.0,,18011.0,2:17,
2022-03-29,Carolina Hurricanes,3.0,Tampa Bay Lightning,4.0,OT,19092.0,2:37,
2022-03-30,San Jose Sharks,2.0,Arizona Coyotes,5.0,,9949.0,2:23,
2022-03-30,Winnipeg Jets,3.0,Buffalo Sabres,2.0,SO,8055.0,2:30,
2022-03-30,New York Rangers,5.0,Detroit Red Wings,4.0,OT,16375.0,2:27,
2022-03-30,Los Angeles Kings,3.0,Edmonton Oilers,4.0,SO,16472.0,2:38,
2022-03-30,Vegas Golden Knights,3.0,Seattle Kraken,0.0,,17151.0,2:19,
2022-03-30,St. Louis Blues,4.0,Vancouver Canucks,3.0,,18809.0,2:22,
2022-03-31,Dallas Stars,3.0,Anaheim Ducks,2.0,OT,12385.0,2:30,
2022-03-31,New Jersey Devils,1.0,Boston Bruins,8.0,,17850.0,2:49,
2022-03-31,Montreal Canadiens,0.0,Carolina Hurricanes,4.0,,15289.0,2:30,
2022-03-31,Los Angeles Kings,3.0,Calgary Flames,2.0,SO,16398.0,2:34,
2022-03-31,San Jose Sharks,2.0,Colorado Avalanche,4.0,,18013.0,2:25,
2022-03-31,Chicago Blackhawks,0.0,Florida Panthers,4.0,,15218.0,2:30,
2022-03-31,Pittsburgh Penguins,4.0,Minnesota Wild,3.0,OT,18978.0,2:41,
2022-03-31,Columbus Blue Jackets,2.0,New York Islanders,5.0,,17255.0,2:19,
2022-03-31,Winnipeg Jets,3.0,Toronto Maple Leafs,7.0,,18517.0,2:39,
2022-04-01,Anaheim Ducks,5.0,Arizona Coyotes,0.0,,13587.0,2:27,
2022-04-01,Nashville Predators,3.0,Buffalo Sabres,4.0,,19070.0,2:22,
2022-04-01,Ottawa Senators,5.0,Detroit Red Wings,2.0,,17563.0,2:32,
2022-04-01,St. Louis Blues,5.0,Edmonton Oilers,6.0,OT,16310.0,2:34,
2022-04-01,New York Islanders,3.0,New York Rangers,0.0,,17325.0,2:21,
2022-04-01,Vegas Golden Knights,5.0,Seattle Kraken,2.0,,17151.0,2:29,
2022-04-01,Chicago Blackhawks,2.0,Tampa Bay Lightning,5.0,,19092.0,2:24,
2022-04-02,Columbus Blue Jackets,2.0,Boston Bruins,5.0,,17850.0,2:23,
2022-04-02,Minnesota Wild,3.0,Carolina Hurricanes,1.0,,16375.0,2:35,
2022-04-02,St. Louis Blues,6.0,Calgary Flames,4.0,,16422.0,2:32,
2022-04-02,Pittsburgh Penguins,2.0,Colorado Avalanche,3.0,,18102.0,2:37,
2022-04-02,Florida Panthers,7.0,New Jersey Devils,6.0,OT,12284.0,2:29,
2022-04-02,Toronto Maple Leafs,6.0,Philadelphia Flyers,3.0,,17097.0,2:24,
2022-04-02,Dallas Stars,5.0,San Jose Sharks,4.0,,14021.0,2:19,
2022-04-02,Montreal Canadiens,5.0,Tampa Bay Lightning,4.0,SO,19092.0,2:43,
2022-04-02,Los Angeles Kings,3.0,Winnipeg Jets,2.0,,14067.0,2:25,
2022-04-03,Edmonton Oilers,6.0,Anaheim Ducks,1.0,,13689.0,2:30,
2022-04-03,Florida Panthers,5.0,Buffalo Sabres,3.0,,11787.0,2:29,
2022-04-03,Arizona Coyotes,3.0,Chicago Blackhawks,2.0,OT,19869.0,2:30,
2022-04-03,New York Islanders,4.0,New Jersey Devils,3.0,,14620.0,2:26,
2022-04-03,Philadelphia Flyers,4.0,New York Rangers,3.0,SO,16005.0,2:40,
2022-04-03,Detroit Red Wings,2.0,Ottawa Senators,5.0,,16402.0,2:27,
2022-04-03,Dallas Stars,1.0,Seattle Kraken,4.0,,17151.0,2:27,
2022-04-03,Vegas Golden Knights,3.0,Vancouver Canucks,2.0,OT,18969.0,2:27,
2022-04-03,Minnesota Wild,5.0,Washington Capitals,1.0,,18573.0,2:28,
2022-04-04,Boston Bruins,3.0,Columbus Blue Jackets,2.0,OT,16396.0,2:45,
2022-04-04,Calgary Flames,3.0,Los Angeles Kings,2.0,,13464.0,2:30,
2022-04-04,Arizona Coyotes,1.0,St. Louis Blues,5.0,,17163.0,2:19,
2022-04-04,Toronto Maple Leafs,6.0,Tampa Bay Lightning,2.0,,19092.0,2:31,
2022-04-05,Carolina Hurricanes,2.0,Buffalo Sabres,4.0,,8984.0,2:25,
2022-04-05,New York Islanders,2.0,Dallas Stars,3.0,,17876.0,2:24,
2022-04-05,Boston Bruins,3.0,Detroit Red Wings,5.0,,15734.0,2:35,
2022-04-05,Toronto Maple Leafs,6.0,Florida Panthers,7.0,OT,15260.0,2:49,
2022-04-05,Ottawa Senators,6.0,Montreal Canadiens,3.0,,20566.0,2:27,
2022-04-05,New York Rangers,3.0,New Jersey Devils,1.0,,15020.0,2:20,
2022-04-05,Minnesota Wild,2.0,Nashville Predators,6.0,,17244.0,2:43,
2022-04-05,Columbus Blue Jackets,4.0,Philadelphia Flyers,2.0,,14367.0,2:24,
2022-04-05,Colorado Avalanche,6.0,Pittsburgh Penguins,4.0,,17409.0,2:31,
2022-04-05,Edmonton Oilers,2.0,San Jose Sharks,1.0,OT,12046.0,2:20,
2022-04-06,Calgary Flames,4.0,Anaheim Ducks,2.0,,13417.0,2:21,
2022-04-06,Seattle Kraken,1.0,St. Louis Blues,4.0,,18096.0,2:21,
2022-04-06,Vancouver Canucks,5.0,Vegas Golden Knights,1.0,,18113.0,2:20,
2022-04-06,Detroit Red Wings,3.0,Winnipeg Jets,1.0,,13484.0,2:21,
2022-04-06,Tampa Bay Lightning,3.0,Washington Capitals,4.0,,18573.0,2:38,
2022-04-07,Vancouver Canucks,5.0,Arizona Coyotes,1.0,,9679.0,2:14,
2022-04-07,Buffalo Sabres,3.0,Carolina Hurricanes,5.0,,15639.0,2:18,
2022-04-07,Philadelphia Flyers,4.0,Columbus Blue Jackets,1.0,,17118.0,2:11,
2022-04-07,Seattle Kraken,2.0,Chicago Blackhawks,0.0,,18677.0,2:16,
2022-04-07,Toronto Maple Leafs,4.0,Dallas Stars,3.0,OT,18012.0,2:31,
2022-04-07,Edmonton Oilers,3.0,Los Angeles Kings,2.0,,15149.0,2:21,
2022-04-07,Montreal Canadiens,7.0,New Jersey Devils,4.0,,10435.0,2:24,
2022-04-07,Pittsburgh Penguins,0.0,New York Rangers,3.0,,16694.0,2:24,
2022-04-07,Nashville Predators,3.0,Ottawa Senators,2.0,,12103.0,2:42,
2022-04-07,Calgary Flames,4.0,San Jose Sharks,2.0,,11426.0,2:27,
2022-04-08,New York Islanders,2.0,Carolina Hurricanes,1.0,,17279.0,2:18,
2022-04-08,Buffalo Sabres,3.0,Florida Panthers,4.0,,17728.0,2:20,
2022-04-08,Minnesota Wild,3.0,St. Louis Blues,4.0,OT,18096.0,2:35,
2022-04-08,Boston Bruins,2.0,Tampa Bay Lightning,1.0,OT,19092.0,2:34,
2022-04-08,Colorado Avalanche,5.0,Winnipeg Jets,4.0,OT,13900.0,2:35,
2022-04-09,New Jersey Devils,3.0,Dallas Stars,1.0,,18127.0,2:23,
2022-04-09,Columbus Blue Jackets,5.0,Detroit Red Wings,4.0,OT,19515.0,2:34,
2022-04-09,Colorado Avalanche,2.0,Edmonton Oilers,1.0,SO,18347.0,2:37,
2022-04-09,Florida Panthers,4.0,Nashville Predators,1.0,,17465.0,2:30,
2022-04-09,Ottawa Senators,1.0,New York Rangers,5.0,,18006.0,2:26,
2022-04-09,Anaheim Ducks,5.0,Philadelphia Flyers,3.0,,17455.0,2:28,
2022-04-09,Washington Capitals,6.0,Pittsburgh Penguins,3.0,,18404.0,2:39,
2022-04-09,Calgary Flames,4.0,Seattle Kraken,1.0,,17151.0,2:24,
2022-04-09,New York Islanders,1.0,St. Louis Blues,6.0,,18096.0,2:27,
2022-04-09,Montreal Canadiens,2.0,Toronto Maple Leafs,3.0,,19113.0,2:28,
2022-04-09,San Jose Sharks,2.0,Vancouver Canucks,4.0,,18607.0,2:34,
2022-04-09,Arizona Coyotes,1.0,Vegas Golden Knights,6.0,,18123.0,2:23,
2022-04-10,Anaheim Ducks,2.0,Carolina Hurricanes,5.0,,17342.0,2:36,
